# spike	reduction-tree-width-interactions
# mode	TreeWidthInteractions
# metric	wall-clock microseconds, commit to completed
# warmup	8
# repetitions	30
# batch	64
# contract	FLUSH_AND_REASSOCIATE_F32
# declaration	BoundMetalCompileDeclaration::first_macos_apple9
# device	Apple M4 Max
# device_apple9	true
# device_max_threads_per_threadgroup	1024
# device_max_threadgroup_memory	32768
# concurrent_build_processes_before	0
# executable_sha256_before	f9bac263c0a140f5843667550a0b5373cc7a21c784dbefb79f837bf4fc6c7b29
# load_before	4.33 3.79 3.75
# oracle_tie	4x16	reference-checked
rows	contributors	elements	strategy	partitions	per_partition	production	widest_workgroup	threadgroup_bytes	encoders	reps	batch	submit_min_us	submit_p50_us	submit_p90_us	submit_stddev_us	batch_min_us	batch_p50_us	batch_p90_us	batch_stddev_us	amortized_min_us	amortized_p50_us	amortized_stddev_us	status
8	775	6200	single-workgroup-tree	5	155	-	5	32	2	30	64	141.167	152.708	185.250	28.411	419.375	442.834	551.042	47.241	4.4160	4.6052	1.2008	measured
8	775	6200	single-workgroup-tree	25	31	-	25	112	2	30	64	144.958	151.000	177.584	25.631	348.625	367.542	414.666	28.035	3.2328	3.4372	0.8518	measured
8	775	6200	single-workgroup-tree	31	25	-	31	128	2	30	64	144.625	151.791	173.042	10.587	331.417	358.875	424.041	50.080	2.9650	3.2870	0.9630	measured
8	775	6200	single-workgroup-tree	155	5	production	155	624	2	30	64	144.208	152.958	184.750	29.912	386.167	411.292	528.333	50.959	3.8406	4.1005	1.2837	measured
8	785	6280	single-workgroup-tree	5	157	-	5	32	2	30	64	152.125	182.292	196.208	22.941	461.292	514.750	530.875	27.096	4.9074	5.2771	0.7942	measured
8	785	6280	single-workgroup-tree	157	5	production	157	640	2	30	64	149.750	184.542	192.833	13.133	398.625	440.375	465.916	22.941	3.9504	4.0608	0.5726	measured
8	899	7192	single-workgroup-tree	29	31	-	29	128	2	30	64	146.750	150.334	192.417	22.410	362.333	408.792	429.916	35.251	3.4220	4.1025	0.9153	measured
8	899	7192	single-workgroup-tree	31	29	production	31	128	2	30	64	142.625	150.375	227.416	172.772	361.875	409.333	425.959	29.343	3.4802	4.1104	3.2082	measured
8	1008	8064	single-workgroup-tree	2	504	-	2	16	2	30	64	154.791	175.625	219.834	35.605	2687.625	2841.542	2936.417	91.785	40.2037	42.3161	2.0221	measured
8	1008	8064	single-workgroup-tree	3	336	-	3	16	2	30	64	118.750	145.584	176.167	33.539	760.417	832.000	912.625	59.394	10.1852	10.8955	1.4751	measured
8	1008	8064	single-workgroup-tree	4	252	-	4	16	2	30	64	133.625	157.417	194.959	22.300	1620.958	1733.333	1871.625	90.743	23.6085	25.0145	1.7943	measured
8	1008	8064	single-workgroup-tree	6	168	-	6	32	2	30	64	128.833	154.333	189.375	22.187	1109.459	1269.000	1374.042	86.529	15.5655	17.6931	1.7257	measured
8	1008	8064	single-workgroup-tree	7	144	-	7	32	2	30	64	119.500	136.125	177.875	21.075	421.500	493.417	541.375	63.114	4.7937	5.6713	1.3363	measured
8	1008	8064	single-workgroup-tree	8	126	-	8	32	2	30	64	113.959	146.417	183.750	47.664	532.125	597.458	666.250	47.089	6.6376	7.1594	1.5040	measured
8	1008	8064	single-workgroup-tree	9	112	-	9	48	2	30	64	114.541	136.375	153.625	18.921	504.833	583.959	636.583	46.723	6.1951	7.1045	1.0420	measured
8	1008	8064	single-workgroup-tree	12	84	-	12	48	2	30	64	115.625	134.708	166.292	19.968	732.417	803.709	886.542	52.808	9.7903	10.6191	1.1552	measured
8	1008	8064	single-workgroup-tree	14	72	-	14	64	2	30	64	115.500	140.083	174.417	21.082	654.083	736.209	805.292	55.382	8.5489	9.4623	1.2137	measured
8	1008	8064	single-workgroup-tree	16	63	-	16	64	2	30	64	117.333	143.834	192.125	31.592	552.333	623.875	736.792	62.820	6.9048	7.6197	1.4986	measured
8	1008	8064	single-workgroup-tree	18	56	-	18	80	2	30	64	112.166	146.458	176.125	24.588	357.500	406.333	480.042	43.958	3.8942	4.1250	1.0880	measured
8	1008	8064	single-workgroup-tree	21	48	-	21	96	2	30	64	116.917	131.167	174.834	22.191	525.166	575.625	627.542	37.120	6.4801	7.0549	0.9414	measured
8	1008	8064	single-workgroup-tree	24	42	-	24	96	2	30	64	112.958	138.917	166.750	20.317	552.041	596.916	706.625	58.999	6.9696	7.2698	1.2590	measured
8	1008	8064	single-workgroup-tree	28	36	-	28	112	2	30	64	110.292	147.875	166.792	31.909	361.500	417.083	473.375	37.676	3.9874	4.2731	1.1045	measured
8	1008	8064	single-workgroup-tree	36	28	-	36	144	2	30	64	112.750	144.834	172.792	42.271	353.459	397.333	433.125	28.728	3.8208	4.0079	1.1270	measured
8	1008	8064	single-workgroup-tree	42	24	-	42	176	2	30	64	110.125	137.000	170.583	20.072	432.584	477.541	528.791	35.517	5.1184	5.4054	0.8824	measured
8	1008	8064	single-workgroup-tree	48	21	-	48	192	2	30	64	109.000	139.583	168.875	20.565	451.583	485.000	559.125	42.106	5.4378	5.4828	0.9948	measured
8	1008	8064	single-workgroup-tree	56	18	-	56	224	2	30	64	115.208	138.916	170.750	19.934	337.875	371.667	424.792	38.805	3.5344	3.6945	0.9324	measured
8	1008	8064	single-workgroup-tree	63	16	-	63	256	2	30	64	113.333	143.792	172.125	34.467	411.750	450.417	498.625	40.538	4.7368	4.8671	1.1906	measured
8	1008	8064	single-workgroup-tree	72	14	-	72	288	2	30	64	109.250	131.334	174.917	28.047	529.708	570.917	685.291	58.812	6.6739	6.9775	1.3787	measured
8	1008	8064	single-workgroup-tree	84	12	-	84	336	2	30	64	109.625	144.167	175.208	29.916	562.208	616.166	716.625	57.746	7.1839	7.4920	1.3915	measured
8	1008	8064	single-workgroup-tree	112	9	-	112	448	2	30	64	111.000	138.333	164.083	19.498	440.166	493.250	553.125	36.910	5.2249	5.6336	0.8954	measured
8	1008	8064	single-workgroup-tree	126	8	-	126	512	2	30	64	115.625	145.375	172.000	17.738	412.917	459.292	528.416	44.989	4.7189	4.9828	0.9957	measured
8	1008	8064	single-workgroup-tree	144	7	-	144	576	2	30	64	109.625	147.625	170.500	17.895	379.459	428.125	500.083	48.791	4.2831	4.4524	1.0585	measured
8	1008	8064	single-workgroup-tree	168	6	-	168	672	2	30	64	113.708	150.458	184.958	25.540	825.583	910.125	985.834	59.881	11.2996	12.0582	1.3559	measured
8	1008	8064	single-workgroup-tree	252	4	production	252	1008	2	30	64	125.583	161.250	205.334	38.597	1126.542	1312.750	1400.708	101.284	15.8882	18.2778	2.2203	measured
8	1008	8064	single-workgroup-tree	336	3	-	336	1344	2	30	64	114.500	139.875	169.000	36.012	600.917	681.875	774.459	60.093	7.7209	8.6032	1.5255	measured
8	1008	8064	single-workgroup-tree	504	2	-	504	2016	2	30	64	141.458	172.750	190.750	23.870	1888.458	2073.750	2188.917	89.916	27.7302	30.1746	1.8061	measured
8	1094	8752	single-workgroup-tree	2	547	production	2	16	2	30	64	144.833	178.625	203.584	39.519	687.625	757.791	853.375	52.920	8.6157	9.1931	1.4673	measured
8	1094	8752	single-workgroup-tree	547	2	-	547	2192	2	30	64	144.583	168.583	186.584	15.062	572.542	627.291	712.375	50.924	6.7930	7.2811	1.0474	measured
8	1282	10256	single-workgroup-tree	2	641	production	2	16	2	30	64	125.334	179.125	196.417	19.186	750.083	831.917	909.041	51.887	9.9167	10.3618	1.1281	measured
8	1282	10256	single-workgroup-tree	641	2	-	641	2576	2	30	64	149.000	169.458	185.834	22.119	619.958	713.791	789.208	60.354	7.4755	8.6402	1.3091	measured
