# manifest-growth-attribution 194744e6..8bd720b8
# population=107 first-parent landings touching crates/
# probed=109 (the population plus both interval endpoints)
# host=Darwin 27.0.0 Apple M4 Max, 14 cpus; rustc 1.99.0-nightly (eff8269f7 2026-07-18); dev profile
# taken 2026-08-06; two copies of probe.sh over disjoint halves of the list with separate scratch roots
752ff6a7	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
eeb98605	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
31bf4441	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
a8896d6a	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
1e84a1a6	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
bf95499f	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
36d05128	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
afcb23e3	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
05242a62	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
75242e52	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
9b9c22bb	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
228acfa0	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
3b5ddd5e	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
f96e819d	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
bd734232	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
1c4bbdac	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
4beaee53	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
87b362c1	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
a2212966	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
3ecaa14e	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
a7bf8239	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
7899fc0c	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
cb63b05d	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
6da464f3	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
399435ce	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
4e9a5515	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
b16012ad	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
2349292b	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
0c8cd16f	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
ddbed7e9	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
011e3819	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
710e2c65	PROBE	total=114025	manifest=88052	identity=56088	variants=1	payloads=1	sections=KernelProgramSubject=22894,BackendPayloadMetadata=2974,BackendPayloadCode=0
f8dfa8f6	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
c84c573a	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
f5be8ba4	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
a417e420	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
75eddd63	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
834bbdda	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
95a23cf7	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
23d42299	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
8b46b6d2	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
e6c3de35	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
