layer	position	rank	lane	value_hex	value
0	17	1	161	0x40039b3e	2.0563502311706543
0	17	2	153	0x3fbe3a5e	1.4861562252044678
0	17	3	241	0x3faf9cee	1.371976613998413
1	0	0	35	0x4107eeeb	8.495829582214355
1	0	1	7	0xc095be8a	-4.679509162902832
1	0	2	27	0xc0874fd2	-4.228493690490723
1	0	3	277	0x40802d17	4.005504131317139
1	1	0	277	0x40898472	4.297417640686035
1	1	1	35	0x40656882	3.584503650665283
1	1	2	157	0xc0056c51	-2.0847361087799072
1	1	3	181	0x3fff25e4	1.9933438301086426
1	2	0	277	0x40506fdb	3.2568271160125732
1	2	1	35	0x404d8832	3.211437702178955
1	2	2	265	0x40327662	2.788475513458252
1	2	3	186	0xc006b3f5	-2.10473370552063
1	3	0	35	0x406d5967	3.7085816860198975
1	3	1	277	0x404266ee	3.037532329559326
1	3	2	132	0xbff27072	-1.8940565586090088
1	3	3	127	0xbfee99ea	-1.8640720844268799
1	4	0	35	0x4086436e	4.195731163024902
1	4	1	277	0x406aae02	3.666870594024658
1	4	2	122	0xc01e1374	-2.469937324523926
1	4	3	236	0xc00a2ba7	-2.15891432762146
1	5	0	35	0x4084a99a	4.145703315734863
1	5	1	277	0x40707872	3.7573513984680176
1	5	2	0	0xbff9cbb5	-1.9515291452407837
1	5	3	147	0x3fcb3be2	1.5877649784088135
1	6	0	35	0x40fbfe22	7.874772071838379
1	6	1	277	0x40920fa9	4.564411640167236
1	6	2	7	0xc04346c1	-3.0511934757232666
1	6	3	9	0xc025207c	-2.5801076889038086
1	7	0	277	0x40832bf4	4.099115371704102
1	7	1	35	0x4051d6f2	3.2787442207336426
1	7	2	161	0x402279ee	2.538691997528076
1	7	3	241	0x3fc980c6	1.574242353439331
1	8	0	35	0x409106f6	4.532099723815918
1	8	1	277	0x40652b3c	3.580763816833496
1	8	2	148	0x400f654a	2.2405571937561035
1	8	3	146	0x40088828	2.133310317993164
1	9	0	35	0x40fba948	7.864414215087891
1	9	1	16	0xc039a22b	-2.9005229473114014
1	9	2	277	0x402a36b3	2.659588575363159
1	9	3	96	0x3fd3e1bc	1.6553263664245605
1	10	0	35	0x40e058f9	7.010860919952393
1	10	1	277	0x4080275a	4.004803657531738
1	10	2	7	0xc04fb6ae	-3.2455248832702637
1	10	3	9	0xbfceea10	-1.6165180206298828
1	11	0	277	0x4086d492	4.213448524475098
1	11	1	35	0x404b4d06	3.1765761375427246
1	11	2	157	0xc0044794	-2.066868782043457
1	11	3	181	0x4000929c	2.00894832611084
1	12	0	277	0x4047e4ee	3.123347759246826
1	12	1	35	0x4033d238	2.8097057342529297
1	12	2	265	0x40323714	2.784611701965332
1	12	3	193	0xc008124e	-2.12611722946167
1	13	0	35	0x40664f8f	3.5986058712005615
1	13	1	277	0x40414809	3.020021677017212
1	13	2	132	0xbff535d3	-1.9157050848007202
1	13	3	164	0xbfe81715	-1.8132044076919556
1	14	0	35	0x407e9ea4	3.9784326553344727
1	14	1	277	0x40664dc4	3.598496437072754
1	14	2	122	0xc0202a43	-2.5025794506073
1	14	3	236	0xc005f76b	-2.093226194381714
1	15	0	35	0x407c01d8	3.937612533569336
1	15	1	277	0x4068e1bc	3.638777732849121
1	15	2	0	0xc002300d	-2.0341827869415283
1	15	3	147	0x3fc26598	1.5187253952026367
1	16	0	35	0x40e200bc	7.062589645385742
1	16	1	277	0x408e0b69	4.438892841339111
1	16	2	7	0xc03f2f78	-2.987272262573242
1	16	3	9	0xc026bea0	-2.6053848266601562
1	17	0	277	0x4080ec0d	4.028814792633057
1	17	1	35	0x4050b733	3.261181592941284
1	17	2	161	0x401f0cbd	2.48515248298645
1	17	3	241	0x3fcf510d	1.6196609735488892
2	0	0	35	0x45c8f802	6431.0009765625
2	0	1	13	0x441d783b	629.8786010742188
2	0	2	1	0x43b6fbf0	365.96826171875
2	0	3	277	0xc31814e7	-152.08164978027344
2	1	0	35	0x409b38ec	4.850698471069336
2	1	1	277	0x40916a7d	4.544249057769775
2	1	2	171	0xc01ace84	-2.4188547134399414
2	1	3	181	0x40162c86	2.3464674949645996
2	2	0	35	0x4088e080	4.27740478515625
2	2	1	277	0x405871a2	3.3819355964660645
2	2	2	265	0x404fb324	3.2453088760375977
2	2	3	186	0xc030fcfe	-2.765441417694092
2	3	0	35	0x40691081	3.641632318496704
2	3	1	277	0x40322ebb	2.784102201461792
2	3	2	132	0xc011230f	-2.2677648067474365
2	3	3	144	0x400c35ac	2.1907758712768555
2	4	0	35	0x40ad7b0c	5.421270370483398
2	4	1	277	0x407b49ef	3.9263875484466553
2	4	2	122	0xc04b31ef	-3.1749227046966553
2	4	3	236	0xc028b2a8	-2.635904312133789
2	5	0	35	0x40899b58	4.300212860107422
2	5	1	277	0x408961bb	4.293179988861084
2	5	2	0	0xc01a3238	-2.4093151092529297
2	5	3	147	0x4000d246	2.012834072113037
2	6	0	35	0x40caade6	6.333727836608887
2	6	1	277	0x4092ae41	4.583771228790283
2	6	2	7	0xc049a407	-3.1506364345550537
2	6	3	9	0xc03b859c	-2.93002986907959
2	7	0	35	0x409d238b	4.91058874130249
2	7	1	277	0x408bf5a2	4.373734474182129
2	7	2	161	0x4038c379	2.8869307041168213
2	7	3	241	0x3fec3e93	1.845659613609314
2	8	0	35	0x40b86c74	5.763238906860352
2	8	1	277	0x40735d19	3.8025572299957275
2	8	2	148	0x40219496	2.5246939659118652
2	8	3	146	0x40212142	2.5176548957824707
2	9	0	35	0x40c56cba	6.169522285461426
