layer	position	rank	lane	value_hex	value
3	16	2	7	0xc076ce27	-3.856332540512085
3	16	3	9	0xc06641eb	-3.597773313522339
3	17	0	35	0x40e843e8	7.258289337158203
3	17	1	277	0x4098468e	4.758612632751465
3	17	2	161	0x403495ec	2.821650505065918
3	17	3	23	0xc021ee35	-2.5301640033721924
4	0	0	35	0x45c8eeeb	6429.86474609375
4	0	1	13	0x441d8183	630.0236206054688
4	0	2	1	0x43b6eab5	365.8336486816406
4	0	3	277	0xc318a2f1	-152.63648986816406
4	1	0	35	0x40d24fd3	6.572244167327881
4	1	1	277	0x40af327c	5.474912643432617
4	1	2	157	0xc06af6c4	-3.671311378479004
4	1	3	171	0xc0367e4b	-2.8514583110809326
4	2	0	35	0x40c0acb8	6.021083831787109
4	2	1	277	0x408c4bf6	4.384272575378418
4	2	2	265	0x40811f84	4.035097122192383
4	2	3	12	0x40509dfe	3.259643077850342
4	3	0	35	0x40d3478b	6.60248327255249
4	3	1	277	0x40768574	3.851895332336426
4	3	2	23	0xc041763e	-3.0228419303894043
4	3	3	132	0xc03964d2	-2.8967785835266113
4	4	0	35	0x40f0ab26	7.520892143249512
4	4	1	277	0x40989b1c	4.76893424987793
4	4	2	122	0xc05dcc8a	-3.465609073638916
4	4	3	23	0xc026d28a	-2.606600284576416
4	5	0	35	0x40a05e59	5.01151704788208
4	5	1	277	0x409f7ecf	4.984229564666748
4	5	2	0	0xc04f4a76	-3.238919734954834
4	5	3	147	0x40097c54	2.1482133865356445
4	6	0	35	0x4108a834	8.541065216064453
4	6	1	277	0x40beeb63	5.966233730316162
4	6	2	7	0xc07c36f4	-3.940854072570801
4	6	3	9	0xc07c26cd	-3.939868211746216
4	7	0	35	0x4107a011	8.476578712463379
4	7	1	277	0x40af927a	5.486630439758301
4	7	2	161	0x404fde08	3.247926712036133
4	7	3	23	0xc0462834	-3.0962038040161133
4	8	0	35	0x41062208	8.383308410644531
4	8	1	277	0x409d9289	4.924137592315674
4	8	2	23	0xc03a3477	-2.909452199935913
4	8	3	12	0x4035d0c0	2.8408660888671875
4	9	0	35	0x41283518	10.512962341308594
4	9	1	16	0xc08710e5	-4.2208123207092285
4	9	2	277	0x405c5d39	3.443189859390259
4	9	3	7	0xc0366348	-2.8498096466064453
4	10	0	35	0x411e4aca	9.893259048461914
4	10	1	7	0xc0a9b805	-5.303713321685791
4	10	2	277	0x409bcd65	4.8688225746154785
4	10	3	9	0xc02dca35	-2.7154667377471924
4	11	0	35	0x40d11d01	6.534790515899658
4	11	1	277	0x4091a8dc	4.551862716674805
4	11	2	157	0xc05b8c0f	-3.4304234981536865
4	11	3	181	0x403e6664	2.97499942779541
4	12	0	35	0x40cc3b2e	6.382224082946777
4	12	1	277	0x407ef410	3.9836463928222656
4	12	2	265	0x407a9ff6	3.916013240814209
4	12	3	12	0x4059c09c	3.40238094329834
4	13	0	35	0x40f932d2	7.787453651428223
4	13	1	277	0x40807508	4.014286041259766
4	13	2	23	0xc03815f3	-2.8763396739959717
4	13	3	132	0xc037e97e	-2.873626232147217
4	14	0	35	0x410a96c6	8.661809921264648
4	14	1	277	0x409b61a2	4.855668067932129
4	14	2	122	0xc05b3eaf	-3.4257009029388428
4	14	3	156	0xc0341a03	-2.8140876293182373
4	15	0	35	0x40bf798b	5.98358678817749
4	15	1	277	0x40989d1e	4.769179344177246
4	15	2	0	0xc05b437f	-3.425994634628296
4	15	3	13	0xc01f6aed	-2.490901231765747
4	16	0	35	0x4112820e	9.15675163269043
4	16	1	277	0x40b0b4e7	5.522082805633545
4	16	2	9	0xc089d742	-4.307526588439941
4	16	3	7	0xc083a64f	-4.114051342010498
4	17	0	35	0x41157b63	9.342623710632324
4	17	1	277	0x40a3debe	5.120940208435059
4	17	2	161	0x4043a90a	3.057192325592041
4	17	3	12	0x403c17e5	2.9389584064483643
5	0	0	35	0x45c8ee90	6429.8203125
5	0	1	13	0x441d78a3	629.8849487304688
5	0	2	1	0x43b6ef1f	365.8681335449219
5	0	3	277	0xc3194297	-153.26011657714844
5	1	0	277	0x40afb139	5.490383625030518
5	1	1	157	0xc0a38b2c	-5.110738754272461
5	1	2	181	0x408d0101	4.406372547149658
5	1	3	35	0x408c564f	4.385535717010498
5	2	0	265	0x40b36899	5.606518268585205
5	2	1	186	0xc08ef491	-4.4673542976379395
5	2	2	35	0x4080b461	4.022018909454346
5	2	3	277	0x4075fd9e	3.843604564666748
5	3	0	35	0x40cd8054	6.421915054321289
5	3	1	164	0xc0896ff0	-4.294914245605469
5	3	2	23	0xc086e37e	-4.215270042419434
5	3	3	132	0xc082e3bc	-4.090299606323242
5	4	0	35	0x40c0ce45	6.025179386138916
5	4	1	122	0xc09b0840	-4.844757080078125
5	4	2	277	0x40945af7	4.636104106903076
5	4	3	156	0xc079e6f1	-3.9047205448150635
5	5	0	277	0x40990c10	4.782722473144531
5	5	1	0	0xc0796ab2	-3.89713716506958
5	5	2	35	0x405d562c	3.4583845138549805
5	5	3	24	0x40576da0	3.3660659790039062
5	6	0	35	0x4100ccc1	8.049988746643066
5	6	1	277	0x40c97f5a	6.296795845031738
5	6	2	7	0xc099e970	-4.809745788574219
5	6	3	9	0xc09858c8	-4.760837554931641
5	7	0	35	0x4107451c	8.45437240600586
5	7	1	277	0x40a46fcd	5.138647556304932
5	7	2	161	0x40800981	4.001160144805908
5	7	3	23	0xc064c5b7	-3.5745675563812256
5	8	0	35	0x40ff12ea	7.9710588455200195
5	8	1	277	0x409622b0	4.691734313964844
5	8	2	23	0xc06f3df5	-3.73815655708313
5	8	3	146	0x406120b1	3.517620325088501
5	9	0	35	0x4148a2eb	12.539774894714355
5	9	1	16	0xc0994821	-4.790054798126221
5	9	2	277	0x406041de	3.5040202140808105
5	9	3	7	0xc042c385	-3.0431835651397705
5	10	0	35	0x41309b6a	11.037942886352539
5	10	1	7	0xc0b42590	-5.629585266113281
5	10	2	277	0x4098888e	4.766669273376465
5	10	3	16	0xc0470af6	-3.110044002532959
5	11	0	35	0x409bf882	4.874085426330566
5	11	1	277	0x40885797	4.260692119598389
5	11	2	157	0xc086ade3	-4.208726406097412
5	11	3	181	0x40818b66	4.048266410827637
5	12	0	265	0x40a4063c	5.125761032104492
5	12	1	35	0x408af0ea	4.3419084548950195
5	12	2	23	0xc0703872	-3.7534451484680176
5	12	3	12	0x406ffe2e	3.7498888969421387
5	13	0	35	0x40eaf383	7.342225551605225
5	13	1	277	0x408009e2	4.001206398010254
5	13	2	23	0xc0728c1e	-3.789802074432373
5	13	3	164	0xc0656fb3	-3.584942579269409
5	14	0	35	0x40e6ea52	7.216103553771973
5	14	1	277	0x4098986e	4.768607139587402
5	14	2	122	0xc08760aa	-4.2305498123168945
5	14	3	156	0xc07076b6	-3.7572455406188965
5	15	0	35	0x409e5b55	4.948648929595947
5	15	1	277	0x40920fe4	4.56443977355957
5	15	2	0	0xc07b2316	-3.9240164756774902
5	15	3	199	0x4049dff0	3.1542930603027344
5	16	0	35	0x4117e7a7	9.49405574798584
5	16	1	277	0x40b30b0a	5.595097541809082
5	16	2	9	0xc09f0c63	-4.970262050628662
5	16	3	7	0xc097b801	-4.741211414337158
5	17	0	35	0x410f7e35	8.96831226348877
5	17	1	277	0x4094f6a1	4.655106067657471
5	17	2	161	0x40675871	3.6147730350494385
5	17	3	12	0x406717c3	3.610825300216675
6	0	0	35	0x45c8dfb5	6427.96337890625
6	0	1	13	0x441d8610	630.0947265625
6	0	2	1	0x43b6e5f7	365.7966003417969
6	0	3	277	0xc319f7f7	-153.96861267089844
6	1	0	277	0x40a6c3d3	5.211404323577881
6	1	1	157	0xc0a4f80d	-5.155279636383057
6	1	2	35	0x40a38ff2	5.111321449279785
6	1	3	181	0x40967939	4.702297687530518
6	2	0	265	0x40c1cb09	6.056034564971924
6	2	1	35	0x40b39cfa	5.612912178039551
6	2	2	186	0xc08b2f3d	-4.34951639175415
6	2	3	193	0xc0893947	-4.288241863250732
6	3	0	35	0x410c3c34	8.764698028564453
6	3	1	164	0xc09bbf13	-4.867074489593506
6	3	2	23	0xc09788eb	-4.735463619232178
6	3	3	132	0xc087a132	-4.23842716217041
6	4	0	35	0x40c27f88	6.078067779541016
6	4	1	122	0xc0a43182	-5.131043434143066
6	4	2	277	0x40900412	4.500496864318848
6	4	3	156	0xc0792ee4	-3.893486976623535
6	5	0	277	0x40a4d801	5.151367664337158
6	5	1	35	0x40943ef4	4.632684707641602
6	5	2	0	0xc07b9c7c	-3.9314260482788086
6	5	3	24	0x4069a7cd	3.650866746902466
6	6	0	35	0x40de953f	6.955718517303467
6	6	1	277	0x40cc8353	6.391030788421631
6	6	2	9	0xc0afe7e4	-5.49705696105957
6	6	3	7	0xc0aed4e4	-5.46348762512207
6	7	0	35	0x4100dd97	8.054099082946777
6	7	1	277	0x40a98377	5.297297954559326
6	7	2	161	0x40832f60	4.0995330810546875
6	7	3	23	0xc07ec43d	-3.980727434158325
6	8	0	35	0x4105ba52	8.357988357543945
6	8	1	277	0x409ac17f	4.836120128631592
6	8	2	23	0xc08e5c5f	-4.448775768280029
6	8	3	148	0x4064e591	3.5765116214752197
6	9	0	35	0x4140fe64	12.06210708618164
6	9	1	16	0xc09b5cb9	-4.855068683624268
6	9	2	7	0xc0640be3	-3.563225507736206
6	9	3	23	0xc03e4507	-2.9729630947113037
6	10	0	35	0x4128d626	10.552282333374023
6	10	1	7	0xc0b8eb7f	-5.778747081756592
6	10	2	277	0x4095f95f	4.686690807342529
6	10	3	9	0xc05c8a8f	-3.4459569454193115
6	11	0	35	0x40b356de	5.604353904724121
6	11	1	181	0x408f1377	4.471126079559326
6	11	2	157	0xc086431c	-4.19569206237793
6	11	3	277	0x407660f6	3.849668025970459
6	12	0	35	0x40e7d490	7.244697570800781
6	12	1	265	0x40ad3544	5.412752151489258
6	12	2	23	0xc08c5fcc	-4.386693954467773
6	12	3	12	0x40658e38	3.5868053436279297
6	13	0	35	0x4112ac32	9.16703987121582
6	13	1	23	0xc08305d0	-4.094459533691406
6	13	2	164	0xc076956c	-3.852869987487793
6	13	3	277	0x4070effc	3.7646474838256836
6	14	0	35	0x40e640dc	7.195417404174805
6	14	1	122	0xc08f109b	-4.4707770347595215
6	14	2	277	0x408d9800	4.4248046875
6	14	3	156	0xc073544d	-3.802020311355591
6	15	0	35	0x40d903e6	6.781725883483887
6	15	1	277	0x409ef521	4.967422962188721
6	15	2	0	0xc078fba4	-3.8903589248657227
6	15	3	147	0x405bb5e9	3.4329779148101807
6	16	0	35	0x41124285	9.141240119934082
6	16	1	277	0x40b202b2	5.56282901763916
6	16	2	9	0xc0ab7458	-5.357952117919922
6	16	3	7	0xc0a44716	-5.1336774826049805
6	17	0	35	0x41140827	9.25199031829834
6	17	1	277	0x40947bb1	4.640099048614502
6	17	2	161	0x4068ff78	3.640592575073242
6	17	3	62	0xc060bc1d	-3.511481523513794
7	0	0	35	0x45c8d121	6426.14111328125
7	0	1	13	0x441d826c	630.037841796875
7	0	2	1	0x43b6efa4	365.8721923828125
7	0	3	277	0xc31adcfa	-154.86318969726562
7	1	0	35	0x4113e10b	9.24244213104248
7	1	1	277	0x40c1ab65	6.0521721839904785
7	1	2	157	0xc0ae1c26	-5.440936088562012
7	1	3	181	0x40a164f2	5.043572425842285
7	2	0	35	0x40c5ad1a	6.177380561828613
7	2	1	265	0x40c057dc	6.010725021362305
7	2	2	186	0xc091b18f	-4.552924633026123
7	2	3	193	0xc08d7e83	-4.421693325042725
7	3	0	35	0x410893a0	8.536041259765625
7	3	1	23	0xc0adcfb3	-5.431603908538818
7	3	2	164	0xc09816be	-4.752776145935059
7	3	3	132	0xc0854329	-4.164448261260986
7	4	0	35	0x40c2c1bc	6.086149215698242
7	4	1	122	0xc0a4bcbb	-5.148038387298584
7	4	2	277	0x408bea5b	4.3723578453063965
7	4	3	18	0x408145d2	4.039772987365723
7	5	0	277	0x40a6bf15	5.210825443267822
7	5	1	35	0x408819d8	4.253154754638672
7	5	2	199	0x4076c8c4	3.856003761291504
7	5	3	0	0xc071370a	-3.768984317779541
7	6	0	35	0x40f9d59a	7.807324409484863
7	6	1	277	0x40dce66c	6.903127670288086
7	6	2	7	0xc0bebff7	-5.960933208465576
7	6	3	9	0xc0a84cf0	-5.259391784667969
7	7	0	35	0x411515ca	9.317819595336914
7	7	1	277	0x40c08bde	6.017073631286621
7	7	2	62	0xc0991488	-4.783756256103516
7	7	3	161	0x408317c9	4.096653461456299
7	8	0	35	0x410ae1eb	8.680155754089355
7	8	1	277	0x40a56125	5.1681084632873535
7	8	2	23	0xc09c1fcc	-4.878881454467773
7	8	3	18	0x4078b584	3.8860788345336914
7	9	0	35	0x4155ed05	13.370366096496582
7	9	1	16	0xc0a42a35	-5.130152225494385
7	9	2	7	0xc0813920	-4.0382232666015625
7	9	3	23	0xc05b44bf	-3.4260709285736084
7	10	0	35	0x4119bca0	9.608551025390625
7	10	1	7	0xc0bf130b	-5.97107458114624
7	10	2	277	0x40997aeb	4.796254634857178
7	10	3	9	0xc06fccdd	-3.7468788623809814
7	11	0	35	0x40b60d9d	5.689161777496338
7	11	1	181	0x4099ea7c	4.809873580932617
7	11	2	277	0x408503bc	4.156705856323242
7	11	3	157	0xc0837313	-4.107797145843506
7	12	0	35	0x40eaaca3	7.333573818206787
7	12	1	265	0x40aab7d9	5.33494234085083
7	12	2	23	0xc08ee99a	-4.466015815734863
7	12	3	12	0x408a783c	4.327177047729492
7	13	0	35	0x410107de	8.064420700073242
7	13	1	23	0xc08f9390	-4.486763000488281
7	13	2	164	0xc07b1d3f	-3.9236600399017334
7	13	3	277	0x4057b3f9	3.3703596591949463
7	14	0	35	0x40ba6541	5.824860095977783
7	14	1	122	0xc092efde	-4.591780662536621
7	14	2	277	0x40868989	4.204288959503174
7	14	3	18	0x406fdbc2	3.7477879524230957
7	15	0	35	0x40c42940	6.130035400390625
7	15	1	277	0x409dcc31	4.931175708770752
7	15	2	18	0x4063bce5	3.5584042072296143
7	15	3	199	0x405e918f	3.4776341915130615
7	16	0	7	0xc0a16962	-5.044114112854004
7	16	1	9	0xc09909ea	-4.7824602127075195
7	16	2	277	0x409255de	4.572981834411621
7	16	3	35	0x40885c44	4.261262893676758
7	17	0	35	0x41130a10	9.189956665039062
7	17	1	277	0x409275f2	4.576897621154785
7	17	2	161	0x4073fa27	3.812143087387085
7	17	3	62	0xc07204dc	-3.7815465927124023
8	0	0	35	0x45c8b219	6422.26220703125
8	0	1	13	0x441d95d2	630.3409423828125
8	0	2	1	0x43b6fed1	365.9907531738281
8	0	3	277	0xc31bdf9f	-155.87351989746094
8	1	0	35	0x412a3ef2	10.64036750793457
8	1	1	277	0x40e67aa2	7.202469825744629
8	1	2	157	0xc0b2a1bf	-5.582244396209717
8	1	3	181	0x40a4bf16	5.1483259201049805
8	2	0	35	0x4103fb3e	8.248838424682617
8	2	1	265	0x40ba9514	5.830698013305664
8	2	2	1	0x40a0acca	5.021092414855957
8	2	3	186	0xc09a8b03	-4.829469203948975
8	3	0	35	0x413e2537	11.884085655212402
8	3	1	23	0xc0d236d5	-6.569193363189697
8	3	2	277	0x40935a9e	4.604811668395996
8	3	3	164	0xc091f273	-4.560845851898193
8	4	0	35	0x40efa981	7.489441394805908
8	4	1	122	0xc0a15258	-5.041301727294922
8	4	2	23	0xc09acbf6	-4.837397575378418
8	4	3	277	0x40998864	4.79789924621582
8	5	0	277	0x40c1dc26	6.058123588562012
8	5	1	35	0x40c16f5a	6.044842720031738
8	5	2	18	0x409935c9	4.787815570831299
8	5	3	199	0x409246e6	4.571154594421387
8	6	0	35	0x411b55cc	9.708446502685547
8	6	1	277	0x40ff3492	7.975167274475098
8	6	2	9	0xc0b28324	-5.578508377075195
8	6	3	7	0xc0b24866	-5.571337699890137
8	7	0	35	0x41276ff2	10.46483039855957
8	7	1	277	0x40d99878	6.799861907958984
8	7	2	62	0xc0bd8d41	-5.923492908477783
8	7	3	23	0xc0a33992	-5.100777626037598
8	8	0	35	0x41075b67	8.45981502532959
8	8	1	277	0x40a9b5c2	5.303437232971191
8	8	2	23	0xc09e3d57	-4.944987773895264
8	8	3	18	0x40834613	4.102303981781006
8	9	0	35	0x41413ed9	12.07784366607666
8	9	1	16	0xc0ab840c	-5.359869003295898
8	9	2	7	0xc08172f4	-4.045282363891602
8	9	3	23	0xc0524069	-3.2851812839508057
8	10	0	35	0x41101cae	9.007001876831055
8	10	1	7	0xc0cd8b0b	-6.42322301864624
8	10	2	277	0x4093586c	4.604543685913086
8	10	3	9	0xc0759d6e	-3.837733745574951
8	11	0	35	0x41308366	11.032079696655273
8	11	1	277	0x40ad98e9	5.424915790557861
8	11	2	181	0x40994bcd	4.790503025054932
8	11	3	23	0xc091297e	-4.536314964294434
8	12	0	35	0x41291404	10.567386627197266
8	12	1	265	0x40aebfe9	5.460926532745361
8	12	2	23	0xc0ab9104	-5.361452102661133
8	12	3	12	0x40903b80	4.50726318359375
8	13	0	35	0x412eaa3d	10.9165620803833
8	13	1	23	0xc0a73cf9	-5.226192951202393
8	13	2	277	0x40846b3a	4.138089179992676
8	13	3	164	0xc078e1aa	-3.8887734413146973
8	14	0	35	0x411d04a8	9.813636779785156
8	14	1	277	0x40ade952	5.434731483459473
8	14	2	122	0xc0933e72	-4.601372718811035
8	14	3	18	0x40890037	4.281276226043701
8	15	0	35	0x41137712	9.216569900512695
8	15	1	277	0x40c4b5ca	6.147191047668457
8	15	2	18	0x408edbad	4.464315891265869
8	15	3	199	0x4077a89e	3.869666576385498
8	16	0	35	0x411473e1	9.278290748596191
8	16	1	277	0x40c87697	6.264476299285889
8	16	2	7	0xc0b384f5	-5.60998010635376
8	16	3	9	0xc0ac90f0	-5.392692565917969
8	17	0	35	0x412a76ce	10.65400505065918
8	17	1	277	0x40b4ec9c	5.65388298034668
8	17	2	23	0xc086d34e	-4.21329402923584
8	17	3	62	0xc0843cef	-4.1324381828308105
9	0	0	35	0x45c884ff	6416.62451171875
9	0	1	13	0x441dbb18	630.92333984375
9	0	2	1	0x43b722b3	366.2710876464844
9	0	3	277	0xc31d023d	-157.0087432861328
9	1	0	35	0x4156ec8e	13.43275260925293
9	1	1	277	0x410004fc	8.001216888427734
9	1	2	30	0x40c6f51d	6.217421054840088
9	1	3	305	0x40b651c4	5.697481155395508
9	2	0	35	0x4114e7b7	9.306571006774902
9	2	1	265	0x40c02876	6.004939079284668
9	2	2	1	0x40a5b489	5.178287982940674
9	2	3	186	0xc09cef10	-4.904182434082031
9	3	0	35	0x41593599	13.57558536529541
9	3	1	23	0xc0e722ef	-7.2230143547058105
9	3	2	277	0x40a42dda	5.130597114562988
9	3	3	18	0x40a0655c	5.012372970581055
9	4	0	35	0x4145f418	12.372093200683594
9	4	1	277	0x40b95d50	5.792640686035156
9	4	2	122	0xc0a4997b	-5.143735408782959
9	4	3	18	0x409369f2	4.606682777404785
9	5	0	35	0x40e2e918	7.090953826904297
9	5	1	277	0x40be4554	5.945962905883789
9	5	2	165	0xc0a65040	-5.197296142578125
9	5	3	18	0x40a5226c	5.160451889038086
9	6	0	35	0x415a805a	13.656335830688477
9	6	1	277	0x4104f858	8.310630798339844
9	6	2	9	0xc0cb2e96	-6.3494367599487305
9	6	3	7	0xc0a052d9	-5.01011323928833
9	7	0	35	0x4183745c	16.43181610107422
9	7	1	277	0x4103b911	8.232682228088379
9	7	2	62	0xc0dfec1a	-6.997570991516113
9	7	3	23	0xc0ac271a	-5.379773139953613
9	8	0	35	0x41664311	14.391373634338379
9	8	1	277	0x40c5ec45	6.185091495513916
9	8	2	23	0xc0a72cee	-5.224234580993652
9	8	3	18	0x40a01a79	5.003231525421143
9	9	0	35	0x4185bd9a	16.717578887939453
9	9	1	16	0xc0cb79dc	-6.358625411987305
9	9	2	23	0xc07ace58	-3.918844223022461
9	9	3	276	0x40746b4e	3.81904935836792
9	10	0	35	0x4159c7be	13.611265182495117
9	10	1	7	0xc0d09d52	-6.519204139709473
9	10	2	277	0x40a4b0ac	5.146566390991211
9	10	3	9	0xc08e836c	-4.453542709350586
9	11	0	35	0x41768b13	15.408953666687012
9	11	1	277	0x40c53658	6.162883758544922
9	11	2	181	0x409b1128	4.845844268798828
9	11	3	18	0x408b5c26	4.354998588562012
9	12	0	35	0x41464a46	12.393133163452148
9	12	1	265	0x40ae9176	5.455256462097168
9	12	2	23	0xc0a3cd0f	-5.118781566619873
9	12	3	12	0x40a06c32	5.01320743560791
9	13	0	35	0x4187f5d8	16.995040893554688
9	13	1	23	0xc0c266cf	-6.075049877166748
9	13	2	277	0x40a5f1c0	5.185760498046875
9	13	3	18	0x408e64f0	4.449821472167969
9	14	0	35	0x41594c12	13.581071853637695
9	14	1	277	0x40d1b202	6.552979469299316
9	14	2	122	0xc0995d7d	-4.792662143707275
9	14	3	18	0x40911cfd	4.534788608551025
9	15	0	35	0x414945a1	12.579499244689941
9	15	1	277	0x40cd09ec	6.407461166381836
9	15	2	18	0x409aba46	4.835238456726074
9	15	3	13	0xc091b67d	-4.553526401519775
9	16	0	35	0x4157c69b	13.485987663269043
9	16	1	277	0x40cc94e7	6.393176555633545
9	16	2	9	0xc0c0fac6	-6.030611991882324
9	16	3	7	0xc0ac4f0f	-5.384650707244873
9	17	0	35	0x417c0bab	15.752848625183105
9	17	1	277	0x40d8ed13	6.778939723968506
9	17	2	62	0xc09ba4fa	-4.863888740539551
9	17	3	18	0x40923baa	4.5697832107543945
10	0	0	35	0x45c87b56	6415.4169921875
10	0	1	13	0x441d994c	630.395263671875
10	0	2	1	0x43b777ff	366.9374694824219
10	0	3	277	0xc31d92fe	-157.57418823242188
10	1	0	35	0x418e5f56	17.796550750732422
10	1	1	277	0x411ba033	9.726611137390137
10	1	2	30	0x40dfc02c	6.992208480834961
10	1	3	62	0xc0bdb8d2	-5.928811073303223
10	2	0	265	0x411df672	9.87266731262207
10	2	1	35	0x411445ac	9.267009735107422
10	2	2	1	0x40cb14cc	6.346288681030273
10	2	3	62	0xc0bf9d3b	-5.987943172454834
10	3	0	35	0x4144231a	12.258569717407227
10	3	1	23	0xc0c36202	-6.105713844299316
10	3	2	1	0x40c07eae	6.015463829040527
10	3	3	164	0xc0ac7fd0	-5.390602111816406
10	4	0	35	0x4114cc11	9.299820899963379
10	4	1	28	0x40bfe3e9	5.996571063995361
10	4	2	236	0xc0b10046	-5.531283378601074
10	4	3	122	0xc0a9c419	-5.305187702178955
10	5	0	28	0x40bf768d	5.983221530914307
10	5	1	18	0x40b6bfd3	5.710916042327881
10	5	2	1	0x409d2e21	4.911880970001221
10	5	3	199	0x4093792d	4.608541965484619
10	6	0	35	0x41357cb7	11.342947959899902
10	6	1	277	0x40eb5763	7.354417324066162
10	6	2	9	0xc0d1ee64	-6.56035041809082
10	6	3	7	0xc0c03f98	-6.007762908935547
10	7	0	35	0x41567ea2	13.405916213989258
10	7	1	62	0xc102c3dc	-8.17281723022461
10	7	2	277	0x40f6e801	7.715820789337158
10	7	3	18	0x40cbfac5	6.374361515045166
10	8	0	35	0x4188c009	17.093767166137695
10	8	1	277	0x40c442da	6.133160591125488
10	8	2	18	0x40bac97a	5.837094306945801
10	8	3	1	0x40acaf14	5.396371841430664
10	9	0	35	0x41bac6d1	23.347078323364258
10	9	1	16	0xc0d117f7	-6.534175395965576
10	9	2	7	0xc08d2930	-4.411277770996094
10	9	3	1	0x4086c26e	4.211234092712402
10	10	0	35	0x419b89a5	19.442209243774414
10	10	1	7	0xc0e2aadf	-7.083358287811279
10	10	2	277	0x40b4bf04	5.648317337036133
10	10	3	9	0xc092bb5a	-4.585370063781738
10	11	0	35	0x41767110	15.402603149414062
10	11	1	277	0x40c151eb	6.041249752044678
10	11	2	18	0x40aed7ee	5.463858604431152
10	11	3	181	0x409923a0	4.7855987548828125
10	12	0	35	0x411bf2d2	9.746782302856445
10	12	1	265	0x410ead45	8.917302131652832
10	12	2	18	0x40c263f7	6.074702739715576
10	12	3	12	0x40ae60da	5.449322700500488
10	13	0	35	0x41a10dd3	20.131750106811523
10	13	1	23	0xc0bc7aec	-5.890005111694336
10	13	2	18	0x40afe0bb	5.496182918548584
10	13	3	277	0x40adbe46	5.429476737976074
10	14	0	35	0x4176c4c0	15.42303466796875
10	14	1	277	0x40c8870e	6.266486167907715
10	14	2	18	0x40b0e577	5.528010845184326
10	14	3	28	0x40a53093	5.162179470062256
10	15	0	35	0x41495b79	12.584832191467285
10	15	1	18	0x40c670f3	6.201287746429443
10	15	2	277	0x40ade2c9	5.433933734893799
10	15	3	28	0x40ad9e48	5.425571441650391
10	16	0	35	0x415b8621	13.720246315002441
10	16	1	7	0xc0c325c4	-6.098360061645508
10	16	2	9	0xc0c1897f	-6.048034191131592
10	16	3	277	0x40b1819c	5.54707145690918
10	17	0	35	0x418d9fd1	17.703035354614258
10	17	1	277	0x40d618d3	6.690530300140381
10	17	2	18	0x40c285c6	6.078829765319824
10	17	3	62	0xc0a7fd8e	-5.249701499938965
11	0	0	35	0x45c85f8f	6411.94482421875
11	0	1	13	0x441da930	630.6435546875
11	0	2	1	0x43b7b88d	367.4418029785156
11	0	3	277	0xc31e923d	-158.5712432861328
11	1	0	35	0x41b12727	22.14411735534668
11	1	1	277	0x412de566	10.868505477905273
11	1	2	157	0xc11544d5	-9.329304695129395
11	1	3	181	0x410b12c8	8.692085266113281
11	2	0	35	0x419e829e	19.813777923583984
11	2	1	265	0x412952bd	10.5826997756958
11	2	2	62	0xc0fb728d	-7.857733249664307
11	2	3	193	0xc0f9a53a	-7.801419258117676
11	3	0	35	0x41a9387c	21.15258026123047
11	3	1	144	0x4104f71f	8.310332298278809
11	3	2	164	0xc0f9d2bb	-7.806973934173584
11	3	3	132	0xc0eed9aa	-7.4640703201293945
11	4	0	35	0x419d86ec	19.690879821777344
11	4	1	122	0xc11b4970	-9.705429077148438
11	4	2	277	0x40f267a2	7.575150489807129
11	4	3	244	0x40e6ac82	7.208558082580566
11	5	0	35	0x416bb86a	14.732522964477539
11	5	1	199	0x40e17bb2	7.04634952545166
11	5	2	28	0x40df3317	6.974986553192139
11	5	3	138	0x40d7f504	6.748659133911133
11	6	0	35	0x41b3bfae	22.46859359741211
11	6	1	277	0x4111d9e0	9.115692138671875
11	6	2	9	0xc0ee9b87	-7.456485271453857
11	6	3	28	0x40e92c9d	7.286695957183838
11	7	0	35	0x41a3a5ed	20.456018447875977
11	7	1	62	0xc11e86cd	-9.907910346984863
11	7	2	277	0x411990b4	9.597827911376953
11	7	3	161	0x40f0f8df	7.530379772186279
11	8	0	35	0x41bd0795	23.62870216369629
11	8	1	277	0x40f7302e	7.724631309509277
11	8	2	129	0xc0cd624d	-6.418249607086182
11	8	3	18	0x40c601bf	6.187713146209717
11	9	0	35	0x41d39662	26.448429107666016
11	9	1	16	0xc0e89955	-7.268717288970947
11	9	2	7	0xc0a41e33	-5.128686428070068
11	9	3	41	0x40a17dd2	5.046608924865723
11	10	0	35	0x4170b034	15.043018341064453
11	10	1	7	0xc0ea7107	-7.326297283172607
11	10	2	277	0x40a36f51	5.1073384284973145
11	10	3	9	0xc093d631	-4.619896411895752
11	11	0	35	0x41ac2f49	21.523088455200195
11	11	1	277	0x40f8c4fa	7.774044990539551
11	11	2	181	0x40f1aece	7.55258846282959
11	11	3	157	0xc0cb5fa0	-6.3554229736328125
11	12	0	35	0x41ad4390	21.657989501953125
11	12	1	265	0x411af25a	9.684167861938477
11	12	2	193	0xc0e08a49	-7.016880512237549
11	12	3	23	0xc0d4c7af	-6.6493754386901855
11	13	0	35	0x41c1f23e	24.243282318115234
11	13	1	23	0xc0e423a6	-7.129351615905762
11	13	2	277	0x40d3c756	6.6180830001831055
11	13	3	18	0x40c3c7ce	6.11814022064209
11	14	0	35	0x41b38b9c	22.44316864013672
