layer	tensor	position	stage	sha256	l2_norm	max_abs_head	max_abs_lane	max_abs_hex	max_abs
4	k_rope	8	prefill	5e442b40b69e4bd17d2cb9d3469b2a16b366bf5f4bc1c2aa3374e89a8151144f	235.6206857649997	4	113	0xc2ba0cf6	-93.02531433105469
4	k_rope	9	prefill	30aa70e31732270dc163e7d188db8e38fa8957e515ecdfdfcccad2fa2e7464a9	187.32619650885096	7	113	0x426b0eb8	58.764373779296875
4	k_rope	10	decode	530e8f3ab20f3f516133cd16cb2bb1a53651236594ed368e34d483a50be06c2a	210.41530415114744	0	113	0xc29f0c80	-79.5244140625
4	k_rope	11	decode	28bce7c646f2485120d3ac116b4504c4363c0ae7bded7d3c59b0e999e03b9ad7	261.57809081738634	4	113	0xc2bf286e	-95.57896423339844
4	k_rope	12	decode	d85e69f47485468a3f157b4afbe48ac04834178f4c821377a5250d4703a483d9	247.21486062459707	4	113	0xc2b74cc1	-91.64990997314453
4	k_rope	13	decode	c60f50a886931e0c7b288eb9fb4ac5992ee41d765b2eedcc4bd5d9f6ce36a21a	252.73676091339013	3	113	0xc2afae05	-87.83988189697266
4	k_rope	14	decode	673facbc003e6fffea2f6e44c98fc3dfa8375ad0fa606a243c8cc906ed3526ee	263.1454086753053	4	113	0xc2bf3951	-95.61194610595703
4	k_rope	15	decode	135daa1849198b6ffbb7d361743822c89a3f5b09039f4db8f69b4c3f5bc8adf7	253.46321367543104	4	113	0xc2c08f7d	-96.2802505493164
4	k_rope	16	decode	90c3e63ae3c1ae77670e7c2d222b88e29dfaae82440a10f20dd6420ef7e1d20f	249.25074090008894	3	113	0xc2a9ec43	-84.9614486694336
4	k_rope	17	decode	399370964e9b16ccabd0ba8970cbc465f636c571e7223e72d54282a24f9eed23	244.35538325453865	4	113	0xc2a7e577	-83.94817352294922
4	v_heads	0	prefill	8792bd319edb9c1839fa0df6980adb195061179543ef51166504dc59da57daea	1.8522620638534208	2	51	0xbf279384	-0.6545946598052979
4	v_heads	1	prefill	80da42f62b1afab1e40d29af037e9e1db0427d63f0e2e4e83911cbe73466c339	12.434922752499865	5	48	0xbfa983c9	-1.3243342638015747
4	v_heads	2	prefill	2948e2b9a80e52f74f414768a507fe196174b09a328cc383e1bf1b015963df5e	13.1310166125896	3	12	0x3fdd80a6	1.7304885387420654
4	v_heads	3	prefill	f5ef97317ed0451ff32352eacce27f13122e13b28914eb19b22a4ff8cabc1fad	12.008195986829415	3	12	0x3fd74367	1.6817444562911987
4	v_heads	4	prefill	4bb4d93c03f693bb0945cf5815348cf78e45311e28765dd8d4937f1d96f3dae5	12.39586231856966	1	60	0xc0044a40	-2.0670318603515625
4	v_heads	5	prefill	395d0952bd6a773f006bff5503b76c3614e4e378636b360d0636bc72310bd7ca	13.118907656531166	4	113	0x3fd07812	1.628664255142212
4	v_heads	6	prefill	5b842abd18b5dbe3b607918362edaeb7a092f8b073eb06c9a7548775a6498651	9.99294070219397	1	43	0xbfb3ebb7	-1.4056309461593628
4	v_heads	7	prefill	84c9c5b747cc1dfb9b17436d27fb57215f0d65ec2482aa246599417998ab4110	12.001271769248092	6	40	0x3fc76d5a	1.5580246448516846
4	v_heads	8	prefill	ae015c92e319e5fc079692dc46e158f4faa51ea03346f8bc511d2b2de53873c2	11.201781797866358	3	12	0x3fe7f9f5	1.812315583229065
4	v_heads	9	prefill	2ca67598d6748300a09e194600e7f7fd9f1b0e7f98a1a799e45c18a0a88da14f	10.348135727582541	6	36	0x400b2b4b	2.1745173931121826
4	v_heads	10	decode	b344384c3cf697c97fd9e3c086be1bd4b70f75f104950baff7e673a9100c9f8f	9.888877379378423	3	94	0x4000ccee	2.012507915496826
4	v_heads	11	decode	06549c00b500d1b81b83365f310479dd8ad23c19344c85cbe43f43a246819d8c	13.02422219095197	6	25	0x400fd421	2.2473223209381104
4	v_heads	12	decode	64c79183b10552b15efa3061cd8e03849e055b0fb9e7e05ec3e6a69361fc3a6f	12.55665212049917	6	89	0x3fe71de9	1.8056002855300903
4	v_heads	13	decode	5e1b7ce49e3f49ddf3a857ca0bc03d8082ca8f07f3b8f6c084afaf3632a9bff3	11.837207419288712	6	36	0x400acd26	2.168771266937256
4	v_heads	14	decode	4007911750d5612b961fb96aaf968131c2ee9d9db9e4eb806900bcd4c42aa090	12.555555615173967	1	60	0xc00f3f63	-2.238243818283081
4	v_heads	15	decode	1d7584f77c2aeca660cac4b11268ab08b7041830395fe4a0ef07117eb7a06b9f	12.86685073542819	6	25	0x3fd6f9b7	1.6794956922531128
4	v_heads	16	decode	697bddc1237357ecb241bd10eb53f8e62679b41f771169f858c43607e2c21244	10.521410859606485	2	117	0xbfb1e026	-1.389652967453003
4	v_heads	17	decode	d481e780d1d7e5b84e705bdb40ed0b262d8e6828204aadad3f898c6cc34edc6b	11.983127759694638	6	25	0x3ff58a6c	1.9182868003845215
5	k_rope	0	prefill	cbc6fff205bf2285b9504ccf1d6e5fb9aedbd7c7392cdfb9345a98d3404728f3	51.56040014184596	5	127	0xc1903007	-18.02345085144043
5	k_rope	1	prefill	3dfff71a2f3f05ad64abc9d759a1d91b9bf5996423bcf6f704d36cbab3cf58ce	271.2719806055088	4	119	0xc2d6a00b	-107.31258392333984
5	k_rope	2	prefill	bcff06504237d9685dfd4295f3277d8faf6e5aeba7bd9e46329e9d880833e921	265.8793497517506	4	119	0xc2c4b628	-98.35577392578125
5	k_rope	3	prefill	158c8d4962a564e14012df58d2e75e06862958ee3f4ba0197f2b8350751179a4	283.3423016301868	4	119	0xc2c907c0	-100.51513671875
5	k_rope	4	prefill	6f5bbab5e667d32974d90691ab377957ff610e2510af4f6dd44f7d29d804c3bb	277.9941217062745	4	119	0xc2d3a686	-105.82524108886719
5	k_rope	5	prefill	a974b0f3b2fc544c73424b932cd86690445e4f618b0940339ddcef19183dff9d	275.8493485648125	4	119	0xc2c78b0f	-99.77159881591797
5	k_rope	6	prefill	131780294ba5a6423689531322a389e2b9613d34cf4381e4ee1675ea6a419caf	277.8673886103398	4	119	0xc2c02db1	-96.08924102783203
5	k_rope	7	prefill	a86b02b4c01f2b095c3c2aa7e460631f6d6f0f105d2b7f023dca4ea348d9ba20	277.53681329589614	4	119	0xc2cee205	-103.44144439697266
5	k_rope	8	prefill	4b979bd9b430caa1af240a74112169f55e0872e0c9b10822bbc02c4d6c153805	291.58238415147065	4	119	0xc2bbd57d	-93.9169692993164
5	k_rope	9	prefill	02148acc84af7358a544f1f0cd272162bdef501c04cba4a1835bb6d9777626f6	209.97214130456518	6	119	0xc2a7b93f	-83.86180877685547
5	k_rope	10	decode	cd055ff94f6914c5d1600bfc06a83a9aab33e1fbc60f0f5b9f83e759fb6d0e2e	277.940925594323	6	119	0xc2df191e	-111.54905700683594
5	k_rope	11	decode	cd873e9ec172a9d20dca7288c707008870d166fc44cb6380888f285acdfd8906	304.0954840385468	4	119	0xc2d9d2b2	-108.91151428222656
5	k_rope	12	decode	9e7b11e6779e2a39abd3f2ff0689356f0900b674a4612960ea2973c8f182d73c	303.49210380801213	4	119	0xc2c972eb	-100.72444915771484
5	k_rope	13	decode	cc69bf405e83e26d5bbca7bc21ab24c1b82f856d9d9650a6f7a00bc9bf184009	293.65936868718643	4	119	0xc2be80fb	-95.25191497802734
5	k_rope	14	decode	befe52f7423efcb72054df72cbf42bfd188c015af83b6a858781e5c28a876489	305.87554534463885	4	119	0xc2d0b550	-104.3541259765625
5	k_rope	15	decode	d07d5bc90a421b3f51027af623f7c6fb0e9d46b97b3c35ba1d6b1366ad12e969	288.1542460084929	4	119	0xc2c4d22b	-98.41048431396484
5	k_rope	16	decode	35d027c75b33983d0d520cabe6c0650c6a69451ced12501fbbf58fb0aa86f724	298.4210983174143	6	119	0xc2cac314	-101.38101196289062
5	k_rope	17	decode	24005aea6b6ef1ca6f09df7b770d87765f1bea94caf1d24ec0d7b7d932a8b18b	294.88962580430376	4	119	0xc2c7d75b	-99.92061614990234
5	v_heads	0	prefill	67ee7cb6d117e6f2181f92399524d9fd64002f8200795263b03ac14496b8b166	2.216922894903732	7	125	0xbf7dedc7	-0.9919094443321228
5	v_heads	1	prefill	f9eecbe55b9f964f99ed56fc74bc4ed448e1dbc7278c555b820b105bc602a9ac	17.77982338144601	4	34	0xc01b667e	-2.428130626678467
5	v_heads	2	prefill	dcc95cb61459b5784f07a06ce3a5d7f5c4f052259d743be4fbce7f48781cf197	16.262841340673823	4	49	0x400b2099	2.1738646030426025
5	v_heads	3	prefill	73e5dddabf486b1d2a17c5e6e0b92c89ffe62e89317d9300ee9ce25798ab0bbe	17.398272597647207	5	117	0x40250906	2.5786757469177246
5	v_heads	4	prefill	ed8536a3162d4f22816da0d199f64a5cbd438d01594003185ca2562a7975fa2b	16.414527241069052	2	9	0xc014074e	-2.31294584274292
5	v_heads	5	prefill	779d4e2e4502f5619afdbc64e957e3c575d0154adc55776fe918fe4e56bcd845	17.088887108870992	7	125	0x401b9cda	2.431448459625244
5	v_heads	6	prefill	11bbdbadf5abf35b491ee97542582f9ed525d50aa8b5a63317a9f137efaf909d	11.772604958909833	4	125	0x3fc43c6c	1.5330939292907715
5	v_heads	7	prefill	7306bcf84c6ebd9a1903cb8526f33117192156bcc02e0a7ac0eaac4617432914	17.156650647017145	7	101	0xc0119051	-2.2744333744049072
5	v_heads	8	prefill	ddb5d22bbe8371665d030369df22077cc8fb3dd1ba64ce211517e423b6516c2f	16.112142572372775	5	117	0x40131c37	2.2985970973968506
5	v_heads	9	prefill	d2bcf73215988009875b52fb963ab6218622b949c5bc29ba47fde87f79f0b5fe	11.040881260474487	1	29	0x401faae0	2.4948043823242188
5	v_heads	10	decode	a19143e631f989890b331c9958058425aeabea924a813496e332a53f7bcec00a	11.064376576664106	5	117	0x4019b8d7	2.401906728744507
5	v_heads	11	decode	196a2302d2b8a4b315b5411e2bd79b4d6040310d93fa056ee20c8f47e2813e20	17.372212785624946	3	4	0x401de7c6	2.467271327972412
5	v_heads	12	decode	55828402116f98b62dece689fc7b0381649584d752c2c2d83dafbc74b0928a36	16.517826186484992	4	49	0x4020e8c4	2.514206886291504
5	v_heads	13	decode	811d280f5ac2df955a74eca365aa0befeeebf94d7246efeca9a724616ea5d893	17.00931093756113	5	117	0x402ee78b	2.732882261276245
5	v_heads	14	decode	79235b65a174eb473f8fd7d60e9ae3ae84ffb00656ade53fc27f668bf8d52926	15.600380195641884	2	9	0xc0156caa	-2.3347573280334473
5	v_heads	15	decode	36c759c078eaae53167a0310b49b55e3bf2c798dea1be8b41c83d77494994065	16.466408864319735	7	125	0x401084f0	2.2581138610839844
5	v_heads	16	decode	11df09ca16408ba9280bd3d6288d33b761b5b60c147c618f0d60ddfa73e9144d	11.762809564466195	4	125	0x3fd254a7	1.643208384513855
5	v_heads	17	decode	72d4a7ce327b74a7b5c027462d25fc0da7837f8f80f8f5b34144c7f23b9a9258	16.243618654960983	7	101	0xc0121dc9	-2.2830679416656494
6	k_rope	0	prefill	49559ff5e538cd5f52bb5d3c8b436d7dfbd41572452a72028f46ddb5106689b9	138.98563244918492	5	63	0x4289a2ef	68.81822967529297
6	k_rope	1	prefill	c01f9fbc0d4b2f2bb00b038edcd7761cee7954b7f716066c2cc784c61bb55a1c	166.95822915006008	1	115	0x4290b157	72.34636688232422
6	k_rope	2	prefill	75b5120d399779cdad22a6c1cd45e6f35d9520e25bcc12a7e174c63d18b7f402	166.89039706099294	1	115	0x428d0ace	70.52110290527344
6	k_rope	3	prefill	5d18cc0c2b81bbf6dae6ef1c0e242345bee0e1a1338cb7997ff9bc3ef6f9e3d6	177.05087771554128	1	115	0x42ac4c28	86.14874267578125
6	k_rope	4	prefill	43b6299d1d3f694b764199d38df99afb203dfc4789bfd1f497e9c550a44e2524	164.17977040042905	1	115	0x42982f0a	76.09187316894531
6	k_rope	5	prefill	fc3b9e19947dbd124cf97db320ebbb900fcd65299152cbf427e1c66bc10c3e9b	169.22406108691467	1	115	0x42876402	67.69532775878906
6	k_rope	6	prefill	ffe4b60db5b13263d8d9f911540dc43a627e34b2efafdb4fbb7b8484be23a2af	165.64875011434094	1	115	0x42829195	65.28433990478516
6	k_rope	7	prefill	eb642bfab3c7bf98ddbd06d4982f90c3b33b709759193ad39a99e01ce18f08ec	160.63543972825516	1	115	0x42872f7b	67.59273529052734
6	k_rope	8	prefill	4168dab2cedd568c9a60ccc5b0559f4e79ccef7d303e9b06778a3760d6d47373	158.05004293867805	1	115	0x428902d6	68.50553894042969
6	k_rope	9	prefill	2fd523a0ba48184a9a7faaa416b57505b227350ae1d1ae6afc405dec7c2b96a7	160.26635343856373	4	115	0xc2613d51	-56.309879302978516
6	k_rope	10	decode	0b39e1d63dd95a42fbe0b5036b79d7d32b3d8405ee451ddb5223a9f836d1ad1b	180.97702866796638	1	115	0x42a2cc85	81.39945220947266
6	k_rope	11	decode	2f0412a10de0978a34b6534bcead2aaedd9015907a883085c2c71de0172e3f36	172.99593929421803	1	115	0x4298e28d	76.4424819946289
6	k_rope	12	decode	1414f5f4f26e0722305de46e25cb0488367cc415f0452c2a63bf2c805716adde	172.40003821361324	1	115	0x429e28d6	79.07975769042969
6	k_rope	13	decode	b0734a4f72d90dba1d536bf26e6c20e36372cde3e395ab6bd8cbca8f47defcb8	176.6804945044819	1	115	0x42b354fb	89.66597747802734
6	k_rope	14	decode	3172025e71bd8af1132a5bb28ef0509db16fad3fc9e200e23b7491b97b2fbc35	176.69943249462978	1	115	0x42aef7ea	87.48420715332031
6	k_rope	15	decode	571e5ff1dbfabf6e0ebe6c1b20c9a4273a518b680342b1a1bfc4708f002ad99d	174.7863215668901	1	115	0x42990460	76.508544921875
6	k_rope	16	decode	fad3f01beee38db4c1271e1834d65eebd7ded21d132d7a46951c181288ba8a6b	178.20723989920384	1	115	0x4296982f	75.29723358154297
6	k_rope	17	decode	776345221a35e672ee233dd62a06254b96e0ff0ef241d543375b6cf560e12588	166.7832838642632	1	115	0x429f097b	79.51851654052734
6	v_heads	0	prefill	2953d02e6e07a2a03cedf0ea949bb35357be137a3699f62b5d2ca8870bfba7d2	1.6468844789194914	7	116	0x3eda40a6	0.42627447843551636
6	v_heads	1	prefill	af32f379f9ab2ac38c3da702caf277424af1714e9758d418b3c5383c532836a5	13.310962270826876	2	101	0x400c38f5	2.19097638130188
6	v_heads	2	prefill	5085da01db679a88345b432ddc63f8b6e3bd026654d918e0db6770bc8bf442c5	13.717011324917612	3	32	0xc010d1a7	-2.26279616355896
6	v_heads	3	prefill	091e462b59578e5210487fbdf33a68a8fc8efe4f7ea112d6af0dd36778d515f9	14.024080496386501	3	32	0xc00722d0	-2.111499786376953
6	v_heads	4	prefill	3b340d79b90e6ad3253980dedce844c67df2b790eea7a7e523da8d42811101af	13.020995771025648	2	89	0x4005bc74	2.089627265930176
6	v_heads	5	prefill	761a2861d8ab295b90fb806a499577ace591568f00805d149b951c87c0160520	13.154685767414648	3	32	0xbfffdc18	-1.9989042282104492
6	v_heads	6	prefill	b36e2ee28ba3dee34d1cc2d7aed53bb01156c5adc426fb4478a1b92a4cce9c94	11.89575906718461	3	32	0xbff98582	-1.9493868350982666
6	v_heads	7	prefill	e9fc15c5e6defab99a57b7273391570ea4a8a31a42dbb37c83a47b355395f592	11.911672130258339	3	32	0xc00af84a	-2.1714043617248535
6	v_heads	8	prefill	da483af71fe09686518aadd259b21c693fdece84f22fcf35f01c92bc0a929463	11.722749284033203	3	32	0xc00e6a07	-2.2252213954925537
6	v_heads	9	prefill	1478290f1d112d53516c479091054d1f23f7176688860ec5f099b8db7a68f111	8.780074868872399	3	32	0xbfe8f764	-1.82004976272583
6	v_heads	10	decode	9b4f5d368d8e8e5247bc193bdfa7c9f88905b46c66f4b196a8a926654c0e8044	8.910451708645553	3	32	0xbff5ee76	-1.921339750289917
6	v_heads	11	decode	e59ddc2e2fd79c21f0e8c679873c5cf471c86a4f425e58e4082a2aaa1dfb6541	12.659402261530792	3	32	0xbff9a9ee	-1.950498342514038
6	v_heads	12	decode	e7f8e184b4cea8aa1cd0fc4703df583facce50915abb311b90fde03815cfdbfb	13.36982414643382	3	40	0xbff7db64	-1.93638277053833
6	v_heads	13	decode	7b63e870fd3fc9061b02299182352cbb779ba580ba87597a00383e65838963fa	12.800768745668428	3	32	0xbfce230d	-1.6104446649551392
6	v_heads	14	decode	87a68a1c5245ea27a05ecf6031dfc917de5cc3586929f6710b2603bf0f8339d1	12.558818830587368	2	89	0x40288201	2.632934808731079
6	v_heads	15	decode	9581fde74693ea9c04c078a69ffa58f4ae62ea646d8598df9af8cc59050f6e5d	12.881138401001573	2	89	0x3fd029e8	1.6262788772583008
6	v_heads	16	decode	a2bd0697400a9cf19748d222b3c416c2dad693d72c0f4faeca493c50c8b798d6	10.953438118918188	1	74	0xbfcf30be	-1.6186749935150146
6	v_heads	17	decode	64a038b1d833ab1aca8ebd244fd35c8a4938e27d58cf1be98ab0310c1ace5a0e	11.494384904930243	3	40	0xbfdde40e	-1.7335221767425537
7	k_rope	0	prefill	a6e89cca8c47f0cb54c1336df97cd4585e48da26dbb7532ae760a4592aa8c425	48.940204911156606	3	127	0x41a11928	20.137283325195312
7	k_rope	1	prefill	285045b101c49fe38f22d8079b1f35d507b73486d46fbbf6d2fe878f118a626b	150.528394550914	0	116	0x4262459e	56.56798553466797
7	k_rope	2	prefill	badca6363fb093e4db52cedf67814f92a89863a9d50274904d6c488130a0c2ab	147.4345970579182	5	116	0xc256702a	-53.609535217285156
7	k_rope	3	prefill	f953ce4387266dc74900e8d9f340604271da718769273d4a64d33f9b63b023fb	165.7672550156873	0	116	0x427423c3	61.0349235534668
7	k_rope	4	prefill	c73d443ba4dc491c4c98cf557500c92c823a009dd225b61ebf0e68bd878801a5	159.2447454283153	5	116	0xc259dee5	-54.46767044067383
7	k_rope	5	prefill	9814a6bd4c187c9c49187449f3aaf9b46f621105b26d471283856ad25e8da334	165.47273430656344	5	116	0xc26917e4	-58.27333068847656
7	k_rope	6	prefill	0398e2797d2122031530c93cac2f726eb02de2abf4c6b4e07bb7adf4e62e9415	165.97303079944265	5	116	0xc27ea1b0	-63.65789794921875
7	k_rope	7	prefill	7ba1f81f352bde3ea6310a540793f9411a7524405d0734ed786935495cbc630f	166.3243626753991	5	116	0xc271109b	-60.26621627807617
7	k_rope	8	prefill	c13a7bf77d196b4ac48bc2f126bf3aac8e8fc99e1b330872fec8087501d3627a	153.11486792451035	0	116	0x4261f4ce	56.48906707763672
7	k_rope	9	prefill	6cb59ba567461df24950b29ac603b4264b7cef33cec335a56b7720e7fb06cb1e	144.91901195826514	3	116	0x42506c05	52.10548782348633
7	k_rope	10	decode	81826d70f543825089a5d029187c824fcf7d72b43ddf32ee1ce0dbf433f8fed4	161.36962818551297	3	116	0x427c5c85	63.09035110473633
7	k_rope	11	decode	a0c5e1ff579f93d9798270d119fcfd4c86b92aa646964fae905d25f5ef6f8c0e	165.34298315583084	1	116	0x42769126	61.641746520996094
7	k_rope	12	decode	f2a86e33710e15f2b0d4e0745b4ccd14b8b0b4169cee0d04a9b61f345cacc279	158.0106898920866	1	116	0x4266fb0e	57.74517059326172
7	k_rope	13	decode	8682b1c3090af5ed40b448514df8605fd0cf30b7674f1c499f843c23ad96f2ea	167.53430054151175	5	116	0xc264f462	-57.23865509033203
7	k_rope	14	decode	f7b0ed39557eb225a6eb8253f12700d235636505f2b12f29d4bb7d2cb84148d2	167.77509653868472	4	116	0xc269272c	-58.28825378417969
7	k_rope	15	decode	69a9a9985b1869d26970fe0bed34ac54ca75cbb81cd7b93f9893e5dd393339e8	167.49024180924434	4	116	0xc2728bcb	-60.63651657104492
7	k_rope	16	decode	a496693494248332e43e654479c51bb5fc14ba517e41eba79f329410f1845e61	176.44674910099386	5	116	0xc285a579	-66.82318878173828
7	k_rope	17	decode	37ad9a0ebcef79a6cc571b255c74f763f9744c00e9d6d63847fa86a01a494587	173.83936321680173	5	116	0xc27024f9	-60.03610610961914
7	v_heads	0	prefill	9d47546e7ee39094b8c8c9cfee2cbe83c616e0b11388a1c529d4ad8631126b02	2.851008324903719	6	6	0x3f9bc7c6	1.217034101486206
7	v_heads	1	prefill	7e106d9692f18323edbbda940d531f660510ea2cd5bb947917ebefa48fa899ba	17.78312663858755	1	11	0x4013a581	2.306976556777954
7	v_heads	2	prefill	4191fce9e04c81f15e5c2abe5f82125ed4d6692c156f2461469974f9b70d027b	21.930842081319014	3	87	0xc0390817	-2.8911187648773193
7	v_heads	3	prefill	502237c9a142d92d27a033f6e2c6a3e04a18737158dcbf4b0cb7094f1cbabb28	20.24710726696278	2	4	0x40130078	2.296903610229492
7	v_heads	4	prefill	e62f63fdef28bdb05295b3af407c665f425ed31e802a4786a8e701d1bb6dcc2e	18.774390551189608	6	77	0xc02bdd0b	-2.68536639213562
7	v_heads	5	prefill	8743d196fe2c988b9ef253548f5547424826f5294987d8168320472c27a4d10c	20.38159089648002	3	87	0xc010224b	-2.2520930767059326
7	v_heads	6	prefill	010333712f2d49d5cde5fad779c2c80e942a9ad03f739b8a88c2e17e97dadd29	19.795750836575245	6	77	0xc02b758c	-2.679049491882324
7	v_heads	7	prefill	118e9dcf077c21c38a24b40629f3f73a19be38299f550b5974217445affb1a6f	17.076138362594193	6	98	0xc0025863	-2.036644697189331
7	v_heads	8	prefill	9cdf7acb7f3fa2348bd9f668110a63aa76e8fbe3d15cd6f77d90d15265f95170	15.725977393964943	1	71	0xc00cdae4	-2.200860023498535
7	v_heads	9	prefill	3881d166875da2983683db9bb058170204d2f37482feb21e25663833cec54c3d	13.408478867527498	2	10	0x4004d1a2	2.0752949714660645
7	v_heads	10	decode	3e4d221a2462b59337d5cd24411801290c95805baf25396011fc5b24022241bb	12.719676894274821	4	90	0x3fcf19f4	1.6179795265197754
7	v_heads	11	decode	9280a1b2e5c61618be0c799099541531d1954ff05a7d1802085dc21acef6daf2	18.97197155541752	1	104	0xc058cd1c	-3.387518882751465
7	v_heads	12	decode	c34cfe2d43aecbae86330fff0d20d8c3a364cbc6260616d5eaab1ce6871077eb	21.615718764992693	1	104	0xc07031ce	-3.753039836883545
7	v_heads	13	decode	afa25a2fab0a875748e30d618f542153826ac20a07676ca9f102a0a2c7371d2d	18.514866930419483	7	107	0x4004b2bb	2.073408842086792
7	v_heads	14	decode	e610f17e5e56e50a2193eab3305fcb88ca77f33b6fed77fa23fb517adb621fe8	17.92533564058614	4	54	0xc016928e	-2.3526949882507324
7	v_heads	15	decode	2c0704f3a370b5f5e5dc379ae462b98244dd1e8d508248441b7f08bc6a2c8dc4	20.308577696147353	4	54	0xc045e654	-3.0921831130981445
7	v_heads	16	decode	be68ce33363d5352fe5d5db75821809720080fdcb85c115b2ae8b2cbd0ec66eb	18.306355019335335	2	35	0x405d5342	3.4582066535949707
7	v_heads	17	decode	6f237518df45a1233eb935ba87065f3f8a72bc5d84ea4a9b231314263a610cdc	17.034906203661013	1	104	0xc046571e	-3.099067211151123
8	k_rope	0	prefill	b3291d0fde2f73179f295a81eaa0766661e47aa668a72dcf32676a99b689fbae	66.88652976555565	2	63	0xc1f3ae5b	-30.460134506225586
8	k_rope	1	prefill	0b945d3525da774742509a8929c8838e3937b121d70f893a15112a1a687acbee	79.30646539246158	5	51	0xc1b5b59a	-22.713672637939453
8	k_rope	2	prefill	150f349ba8b43e80e730898ce8351292d9cb0cb7725b4312f501d477981359e9	78.78401556301085	5	51	0xc1b535c4	-22.65125274658203
8	k_rope	3	prefill	fea9e92de7c57ab20f152a7a1992ea8d69a9015dbb812fa58205a5168c66848e	79.05013185940409	5	51	0xc1b136d1	-22.151765823364258
8	k_rope	4	prefill	9a4ae0fcfcc6be099da3ec72c0728c94cedcb139b3122e88e67a7a7e60398b09	79.01687921399626	5	51	0xc1b3d172	-22.47726821899414
8	k_rope	5	prefill	0edf5db9d5940a05f9ae85cdbe7a7f4d439b39c6a8cce8064062ef8c9dd5a31e	84.88254432433861	0	51	0x41c9dc21	25.232484817504883
8	k_rope	6	prefill	ee8e8648de2aa016eef0057583a152d1850a59a8714dba6a66b114ada7b716f0	78.37412734975678	0	51	0x41b46b40	22.5523681640625
8	k_rope	7	prefill	cde3e019aed1287919d6182b0bfc20e013badd480b1f4c908bdbc7e6ef2ba002	75.03763369419754	0	51	0x41ad4147	21.65687370300293
8	k_rope	8	prefill	fbc469199a3df35f08989d094a86e5e9eb588b685799a0d8b028bf1511ead254	79.9599053347124	5	51	0xc1b8fcb1	-23.123384475708008
8	k_rope	9	prefill	a167d98ff34845cae6a115d277cb7ad3f8a84ab03c9dc00c6315eca55fc6a5f8	82.23299760314156	0	51	0x41be794e	23.80923080444336
8	k_rope	10	decode	f01dc7709aa8dd799b9d8a2ba4a87eaa48823f84904c11a2541b9a280345f5a2	57.42278621246139	7	51	0xc198ed77	-19.115949630737305
8	k_rope	11	decode	566a7f7658bd6581da56759300f71dda945331a499e6e9f15ee1ba39cb87faa1	80.24972525036237	5	51	0xc1c44fa1	-24.538881301879883
8	k_rope	12	decode	61a03273ffb460413aae7be82fbc65ba9ecf3a4c89cc083a9268af85f913b6d2	77.73443175363452	5	51	0xc1ae9b7c	-21.82592010498047
8	k_rope	13	decode	1b86ec945113523a474e7dd340e9947587ab9835287627844800628b10130c5f	81.98242215222328	5	51	0xc1d77284	-26.93091583251953
8	k_rope	14	decode	773c4d42d7aa9b252bd0a1a4ae6d61225571cac5f0cce68c4b38f5570715cb9a	81.90612258605302	4	51	0xc1c77c99	-24.93583869934082
8	k_rope	15	decode	0ae201497bcb70ccc835b9bba85bdf8e7a9057fc402fbb1d7d35fcdc0657af97	84.0211028093682	0	51	0x41d05c2a	26.045001983642578
8	k_rope	16	decode	0a4ff8901b85879828c8e6fdf931f6bbecf2b2e840986b02be629345086c98d3	52.51983944994539	7	51	0xc1843020	-16.52349853515625
8	k_rope	17	decode	9aaf5bdb2a0b507628e2ef7afd19dfb5368ea69e9b91d00b9f4ef069183e8541	77.19165243292834	5	51	0xc1b8269d	-23.01885414123535
8	v_heads	0	prefill	f8d36b1990653e9e1fb6cab85fdc050304d95c7cc5739bd0de6f7b65256f502f	3.164558430794262	6	81	0xbf53c071	-0.8271551728248596
8	v_heads	1	prefill	bb3ad783aeda31c9832ccdbc0ab1eaf8b9b649556970cd8bf36255b912c98851	16.57214570197086	0	82	0x3fdf7070	1.7456188201904297
8	v_heads	2	prefill	2a6d2ee8bb9f5efe5258d63a8273756f338900b55814ecedd2d2f501902fa45a	24.35503802557421	7	53	0xc05e81e1	-3.476677179336548
8	v_heads	3	prefill	09c5ce48614a64adcfc593c0f412a0eb19efdcaf0a575a85170c65ecc3aa23f6	22.949082949562957	5	114	0x4064f5fc	3.5775136947631836
8	v_heads	4	prefill	bd3990dd3a87c7056990da3a93a5f3437a2a92dc9e820fb666ccf39b5db44df1	21.89740489757572	5	114	0x4045c38c	3.090060234069824
8	v_heads	5	prefill	82ee065a0b1ebdb0ea35ad28501f46123a994dce562238c4d6d205f684f5573b	22.09108759611023	5	114	0x404b0afd	3.1725456714630127
8	v_heads	6	prefill	a36364054ef4aaafb0d926845efdf82d733716eb341792e615ee2af106ff183b	18.75165371026123	1	70	0x401a6292	2.412266254425049
8	v_heads	7	prefill	8dbf977bf301005e600694f965d17c59329e9d74eefc9368b3f08d5bfdf1a03b	18.719671964564174	7	53	0xc0382c84	-2.8777170181274414
8	v_heads	8	prefill	fcd385c8fc7cdd6fc393ef9098dc7fd2cad2c0233e6dc673a3214a54986fad66	18.091240910262016	0	28	0x400c99c2	2.1968846321105957
8	v_heads	9	prefill	42e7cbc151d9db86e88bb44a6105505980f8242ec7e273347bcc81abf71168fb	17.012086180413046	6	81	0x4039d2c6	2.903489589691162
