layer	position	stage	sha256	l2_norm	max_abs_lane	max_abs_hex	max_abs
8	6	prefill	950b6b66fdbb9b692b1f5832f97234f0ef5cbfa0ef28494f0c78893cd11a598e	31.340425177306212	35	0x411b55cc	9.708446502685547
8	7	prefill	660908c9c1907ab176e49cf41baf826f848d03bee56c2c5dc4470332b8c377d8	30.85246033647265	35	0x41276ff2	10.46483039855957
8	8	prefill	0f9611edc88191fc80de0cdba97a8b39b706384685e0e0f6b2e6a1ec0fb39d86	27.499451257840725	35	0x41075b67	8.45981502532959
8	9	prefill	fca254f5e288d753bcc6b78f184158523f9cecfce16bbc2626ebf63bcbce0ad6	21.552146452802724	35	0x41413ed9	12.07784366607666
8	10	decode	4ea00d1855e5b7a321b0d205f44987c45127cb87b9b5c0a6a3049cdfa8a04cf5	20.83704324250255	35	0x41101cae	9.007001876831055
8	11	decode	6fd6b078a5d043778ceb2f19399f212d44779fc76847572c8996d319a1446d7c	30.23510877982934	35	0x41308366	11.032079696655273
8	12	decode	3bd92ca5af12f61a962764ffe0c34305f87d715f273244547c5818ed6250edfd	31.66126016393469	35	0x41291404	10.567386627197266
8	13	decode	b23d0d33d641e640b075d017da051891f46f0b7e6a6a0cf4d5c6302382bf39fc	28.02141255584334	35	0x412eaa3d	10.9165620803833
8	14	decode	37d3563a9f926e5b19d07843d6677422d7ac334d60670e9b0d3e3d7946b75edd	28.282847396710665	35	0x411d04a8	9.813636779785156
8	15	decode	d5b48f5fc7b1e3a74d0ab788e8cfde9ae270654050c41c132d14a1cfc9723623	32.175194803073026	35	0x41137712	9.216569900512695
8	16	decode	76e2b979939819955fdba484dda2fae1f226790f711c2a1ac0afef993eb6a17f	26.46231096340572	35	0x411473e1	9.278290748596191
8	17	decode	0740b958325eee32d3aafa0bcbd0abf99764e955a24c47f905a0694be67d828e	28.508008738070703	35	0x412a76ce	10.65400505065918
9	0	prefill	a228cabfd50f098ac8fd1755caa41c36e873569ea09a1847fafbe3f0243821ce	6465.230510452454	35	0x45c884ff	6416.62451171875
9	1	prefill	b27278238a0cda71110dfff0260cb3bebe8251e48636c7d8db1e2ae1319447f3	35.11653965705366	35	0x4156ec8e	13.43275260925293
9	2	prefill	e6f34362d551292a5529276630911de60bc5b9c7307de94e22f9ab515caf7e60	37.97120707723394	35	0x4114e7b7	9.306571006774902
9	3	prefill	a40e608f3cc504010c5d87e81b8126692874d4844bfc9880347ecdc34e9a8c25	41.837258011211624	35	0x41593599	13.57558536529541
9	4	prefill	e41d6973cbb5dc2644839dba73c9996ca32fc10e857f1ad90846c2bf4a30c8f2	38.24693547520604	35	0x4145f418	12.372093200683594
9	5	prefill	286ba4500dd9a8ad0fa16a3d125129d75f0b3e4b3f504430f85c557a86df9c0e	43.397303709448266	35	0x40e2e918	7.090953826904297
9	6	prefill	7c95802b64f67054cf9aa940433aa7af5c44f6123232a3bf4c88c30587e6a6cd	40.238423148462786	35	0x415a805a	13.656335830688477
9	7	prefill	90fb13dd9dbb0c9083ca0517255c5e082d8ae2bb8b763d3dab0eaae14a6bd7f4	39.30079692781135	35	0x4183745c	16.43181610107422
9	8	prefill	3e643696f65235918f727034cfb8ac62e6f9b90f4a6455d02f229913380b56e2	34.0885637484744	35	0x41664311	14.391373634338379
9	9	prefill	516b8f981bbef3b8ffbbde1fc4288434328b03d3a19d74018f3eacf5b853279f	29.972488650108005	35	0x4185bd9a	16.717578887939453
9	10	decode	2b928e73ced7e4728b05aec00c280a566565863c7bb3d995ab1fcd238c8be82b	26.523649223265334	35	0x4159c7be	13.611265182495117
9	11	decode	1a0ba45fab69c3bd0cd1f8d6c3117d8f2ab92e4f003db701f09e19b7450830f9	34.305595683046626	35	0x41768b13	15.408953666687012
9	12	decode	d0bec7d1e5cbe90b03d45eeed07c4fc0174036d325a2ef0b4baa23930bf2b784	35.33126682885301	35	0x41464a46	12.393133163452148
9	13	decode	520c355853f14a506087703c605a8d194397fd7b3719e0b9b4c2fdb9699c326d	34.6974916273336	35	0x4187f5d8	16.995040893554688
9	14	decode	9e025a7a583bae766499b95573e4b41162cea449fbe51afb3e0cf0b28e9b901f	32.53339915272249	35	0x41594c12	13.581071853637695
9	15	decode	2918f4b0011b4edca155ac1cf95add4a793d31e49a47ceffc69e669d23fa3812	35.87429092867845	35	0x414945a1	12.579499244689941
9	16	decode	46f98aefe9fc6c69cb26847ae465c4685324329ab5b6f30a729e7e3fb998e7db	32.46379565177372	35	0x4157c69b	13.485987663269043
9	17	decode	e6f9a3f15b0b7b08ac000dd9e0ed1e969df64713ec23d7b183975927a909e9cb	34.30542927214677	35	0x417c0bab	15.752848625183105
10	0	prefill	eeedb7e686f05973158c50b0dff69f4e403ffcfc110e164dee6713247e807674	6464.023293039341	35	0x45c87b56	6415.4169921875
10	1	prefill	f5fd88e1fd200918b6c95c6a4eda4b8e47d4f623d4ef97f1ba37f95ae00e2a98	40.92662572073075	35	0x418e5f56	17.796550750732422
