# spike	reduction-tree-width-table
# mode	TreeWidthTable
# metric	wall-clock microseconds, commit to completed
# warmup	8
# repetitions	30
# batch	64
# contract	FLUSH_AND_REASSOCIATE_F32
# declaration	BoundMetalCompileDeclaration::first_macos_apple9
# device	Apple M4 Max
# device_apple9	true
# device_max_threads_per_threadgroup	1024
# device_max_threadgroup_memory	32768
# concurrent_build_processes_before	0
# executable_sha256_before	5d7d2d13daffbf05d002c2cf7438522bf303fd688f9c69b1017eebf5a427938e
# load_before	2.94 2.77 3.19
# oracle_tie	4x16	reference-checked
rows	contributors	elements	strategy	partitions	per_partition	production	widest_workgroup	threadgroup_bytes	encoders	reps	batch	submit_min_us	submit_p50_us	submit_p90_us	submit_stddev_us	batch_min_us	batch_p50_us	batch_p90_us	batch_stddev_us	amortized_min_us	amortized_p50_us	amortized_stddev_us	status
16	1320	21120	single-workgroup-tree	132	10	-	132	528	2	30	64	116.208	125.000	168.708	21.978	762.500	817.625	866.458	37.711	10.2586	10.9940	0.9475	measured
16	1320	21120	single-workgroup-tree	165	8	-	165	672	2	30	64	113.708	125.208	165.834	31.311	520.750	582.500	628.334	63.040	6.4610	7.2586	1.4976	measured
16	1320	21120	single-workgroup-tree	220	6	-	220	880	2	30	64	116.084	125.583	167.625	32.094	622.209	686.125	747.417	44.577	8.0337	8.8975	1.2170	measured
16	1320	21120	single-workgroup-tree	264	5	production	264	1056	2	30	64	130.666	140.167	184.584	36.665	1208.833	1386.083	1437.583	71.883	17.1138	19.7764	1.7230	measured
16	1320	21120	single-workgroup-tree	330	4	-	330	1328	2	30	64	112.375	127.625	165.166	18.177	615.750	666.333	733.291	45.488	7.9901	8.5509	1.0105	measured
16	1320	21120	single-workgroup-tree	440	3	-	440	1760	2	30	64	140.458	147.417	190.500	28.537	1750.583	1936.541	2014.875	78.482	25.5575	28.3988	1.6987	measured
16	1320	21120	single-workgroup-tree	660	2	-	660	2640	2	30	64	151.000	161.917	205.291	42.383	2433.041	2607.500	2685.041	68.588	36.2229	38.8188	1.7614	measured
16	1512	24192	single-workgroup-tree	2	756	-	2	16	2	30	64	140.833	145.709	194.250	19.571	1539.917	1770.750	1821.750	86.299	22.2077	25.7943	1.6805	measured
16	1512	24192	single-workgroup-tree	3	504	-	3	16	2	30	64	159.041	162.833	207.458	18.015	2723.083	2928.250	2997.958	70.873	40.6991	43.8955	1.4109	measured
16	1512	24192	single-workgroup-tree	4	378	-	4	16	2	30	64	115.667	126.167	172.208	49.679	713.375	806.375	899.500	60.139	9.4874	10.7970	1.7432	measured
16	1512	24192	single-workgroup-tree	6	252	-	6	32	2	30	64	139.583	146.000	195.334	33.619	1670.500	1886.000	1964.291	85.902	24.3003	27.6190	1.8971	measured
16	1512	24192	single-workgroup-tree	7	216	-	7	32	2	30	64	117.459	126.417	169.542	31.351	706.125	808.500	858.209	52.186	9.3439	10.8267	1.3260	measured
16	1512	24192	single-workgroup-tree	8	189	-	8	32	2	30	64	109.917	122.250	176.750	22.992	792.375	895.375	939.709	53.913	10.8327	12.2718	1.2207	measured
16	1512	24192	single-workgroup-tree	9	168	-	9	48	2	30	64	130.750	137.000	183.959	20.167	1150.416	1347.458	1476.167	114.298	16.1852	19.2136	2.1344	measured
16	1512	24192	single-workgroup-tree	12	126	-	12	48	2	30	64	115.542	125.750	167.167	18.893	595.416	700.333	780.708	63.859	7.6170	9.1204	1.3135	measured
16	1512	24192	single-workgroup-tree	14	108	-	14	64	2	30	64	119.333	133.750	180.333	20.192	920.958	1077.500	1158.667	78.326	12.7242	14.9802	1.5638	measured
16	1512	24192	single-workgroup-tree	18	84	-	18	80	2	30	64	120.666	128.083	178.041	35.408	792.959	882.583	948.167	59.530	10.6713	11.9762	1.5070	measured
16	1512	24192	single-workgroup-tree	21	72	-	21	96	2	30	64	116.708	125.500	176.666	33.467	708.208	780.125	866.041	57.712	9.3889	10.3909	1.4473	measured
16	1512	24192	single-workgroup-tree	24	63	-	24	96	2	30	64	112.917	123.167	178.209	24.604	619.500	710.750	759.792	50.503	8.0410	9.3267	1.1922	measured
16	1512	24192	single-workgroup-tree	27	56	-	27	112	2	30	64	115.917	123.209	180.209	24.049	417.000	493.292	544.334	56.715	4.7791	5.8743	1.2820	measured
16	1512	24192	single-workgroup-tree	28	54	-	28	112	2	30	64	117.416	124.542	174.709	22.712	679.959	741.750	808.500	53.641	8.9293	9.7970	1.2120	measured
16	1512	24192	single-workgroup-tree	36	42	-	36	144	2	30	64	111.459	126.458	185.042	41.810	624.416	707.666	773.334	49.042	8.1422	9.2255	1.4421	measured
16	1512	24192	single-workgroup-tree	42	36	-	42	176	2	30	64	115.791	126.166	182.458	35.839	525.209	596.875	658.458	56.023	6.4987	7.4716	1.4581	measured
16	1512	24192	single-workgroup-tree	54	28	-	54	224	2	30	64	116.458	123.417	162.375	19.807	550.041	590.375	716.000	63.523	6.8823	7.4120	1.3227	measured
16	1512	24192	single-workgroup-tree	56	27	-	56	224	2	30	64	116.500	124.083	167.916	21.627	409.042	441.667	528.458	44.552	4.6435	5.0410	1.0505	measured
16	1512	24192	single-workgroup-tree	63	24	-	63	256	2	30	64	116.792	123.208	174.208	22.014	465.875	502.375	546.875	30.877	5.5410	6.0185	0.8395	measured
16	1512	24192	single-workgroup-tree	72	21	-	72	288	2	30	64	111.750	123.875	177.417	24.203	581.959	649.167	743.875	61.043	7.4636	8.3380	1.3531	measured
16	1512	24192	single-workgroup-tree	84	18	-	84	336	2	30	64	115.041	124.875	186.083	48.036	619.958	715.333	763.458	87.448	8.0146	9.3723	2.1505	measured
16	1512	24192	single-workgroup-tree	108	14	-	108	432	2	30	64	114.083	123.542	169.417	21.478	691.083	767.333	809.458	44.511	9.1587	10.2189	1.0474	measured
16	1512	24192	single-workgroup-tree	126	12	-	126	512	2	30	64	112.333	124.083	171.375	22.413	468.125	522.208	578.250	36.017	5.6475	6.3194	0.9275	measured
16	1512	24192	single-workgroup-tree	168	9	-	168	672	2	30	64	117.708	130.958	185.542	40.632	881.291	948.125	1039.959	62.965	12.1204	12.9709	1.6444	measured
16	1512	24192	single-workgroup-tree	189	8	-	189	768	2	30	64	116.791	125.958	178.125	35.695	542.166	605.125	674.625	48.736	6.7520	7.6058	1.3402	measured
16	1512	24192	single-workgroup-tree	216	7	-	216	864	2	30	64	116.875	124.083	174.875	22.815	540.125	582.625	689.958	59.442	6.7183	7.2784	1.3057	measured
16	1512	24192	single-workgroup-tree	252	6	production	252	1008	2	30	64	131.666	137.750	178.583	20.742	1133.708	1362.250	1380.959	81.517	15.9054	19.4365	1.6232	measured
16	1512	24192	single-workgroup-tree	378	4	-	378	1520	2	30	64	114.834	126.750	173.250	34.320	567.166	634.875	698.417	44.442	7.1799	8.0655	1.2502	measured
16	1512	24192	single-workgroup-tree	504	3	-	504	2016	2	30	64	142.250	153.292	203.250	26.334	1952.708	2117.250	2184.167	85.633	28.7374	31.1739	1.7773	measured
16	1512	24192	single-workgroup-tree	756	2	-	756	3024	2	30	64	130.583	137.083	182.042	20.362	1026.208	1309.791	1431.833	113.447	14.2163	18.6144	2.1240	measured
16	1638	26208	single-workgroup-tree	2	819	-	2	16	2	30	64	158.417	174.625	190.792	16.326	2656.458	2820.583	2884.834	77.920	39.6514	41.9993	1.4960	measured
16	1638	26208	single-workgroup-tree	3	546	-	3	16	2	30	64	134.291	152.375	168.500	14.815	1237.208	1401.375	1502.750	87.191	17.5066	19.8254	1.6191	measured
16	1638	26208	single-workgroup-tree	6	273	-	6	32	2	30	64	122.166	136.792	156.625	34.275	582.708	648.833	722.333	60.329	7.3102	8.1276	1.5017	measured
16	1638	26208	single-workgroup-tree	7	234	-	7	32	2	30	64	141.583	169.125	188.042	17.582	1762.875	1929.041	2021.083	86.013	25.7348	27.9352	1.6444	measured
16	1638	26208	single-workgroup-tree	9	182	-	9	48	2	30	64	141.667	157.417	188.417	16.393	1506.166	1666.167	1740.209	75.942	21.6587	23.9484	1.4656	measured
16	1638	26208	single-workgroup-tree	13	126	-	13	64	2	30	64	113.416	136.125	186.667	46.674	609.334	683.791	771.208	56.836	7.8717	8.6931	1.6430	measured
16	1638	26208	single-workgroup-tree	14	117	-	14	64	2	30	64	117.208	138.375	165.958	17.221	639.583	703.292	771.458	58.271	8.2917	8.9669	1.1983	measured
16	1638	26208	single-workgroup-tree	18	91	-	18	80	2	30	64	115.542	136.208	169.334	19.965	432.667	494.709	534.083	34.487	5.0337	5.6905	0.8643	measured
16	1638	26208	single-workgroup-tree	21	78	-	21	96	2	30	64	117.958	145.750	166.875	16.321	446.791	478.583	501.750	21.125	5.2196	5.2831	0.5944	measured
16	1638	26208	single-workgroup-tree	26	63	-	26	112	2	30	64	116.584	147.416	162.958	18.988	640.083	684.125	794.833	51.262	8.3095	8.5192	1.1151	measured
16	1638	26208	single-workgroup-tree	39	42	-	39	160	2	30	64	119.250	147.333	165.500	39.479	616.125	710.500	761.125	62.449	7.8869	8.9392	1.6179	measured
16	1638	26208	single-workgroup-tree	42	39	-	42	176	2	30	64	114.334	135.875	178.583	20.695	520.625	579.292	638.542	39.997	6.4491	7.0384	0.9634	measured
16	1638	26208	single-workgroup-tree	63	26	-	63	256	2	30	64	116.500	144.583	175.583	31.622	510.500	546.958	579.042	27.793	6.2540	6.3869	0.9431	measured
16	1638	26208	single-workgroup-tree	78	21	-	78	320	2	30	64	117.625	137.125	173.750	19.947	413.041	444.791	528.667	43.390	4.6891	4.8836	1.0053	measured
16	1638	26208	single-workgroup-tree	91	18	-	91	368	2	30	64	115.625	143.625	164.541	19.036	406.375	446.167	503.750	42.151	4.6151	4.8023	0.9712	measured
16	1638	26208	single-workgroup-tree	117	14	-	117	480	2	30	64	116.583	136.333	167.125	19.424	482.292	518.500	605.541	45.101	5.8049	6.0661	1.0242	measured
16	1638	26208	single-workgroup-tree	126	13	-	126	512	2	30	64	118.375	145.500	154.667	17.691	471.917	506.291	553.750	33.861	5.6118	5.7268	0.8183	measured
16	1638	26208	single-workgroup-tree	182	9	-	182	736	2	30	64	128.125	156.958	164.625	16.354	936.833	1032.916	1126.209	61.170	12.8366	13.9041	1.2305	measured
16	1638	26208	single-workgroup-tree	234	7	-	234	944	2	30	64	134.125	149.792	167.750	16.307	1115.541	1317.667	1465.958	118.756	15.5780	18.5377	2.1439	measured
16	1638	26208	single-workgroup-tree	273	6	production	273	1104	2	30	64	117.833	133.708	181.458	42.200	502.667	557.291	608.209	40.121	6.1085	6.7235	1.3067	measured
16	1638	26208	single-workgroup-tree	546	3	-	546	2192	2	30	64	118.375	148.167	183.417	41.775	842.291	896.583	993.542	61.807	11.4907	11.8796	1.6442	measured
16	1638	26208	single-workgroup-tree	819	2	-	819	3280	2	30	64	147.000	164.625	187.917	30.255	1815.458	1986.750	2049.625	71.783	26.4835	28.9226	1.6196	measured
16	1890	30240	single-workgroup-tree	2	945	-	2	16	2	30	64	130.458	143.041	185.459	22.307	1120.500	1340.834	1436.333	105.968	15.7150	19.0126	2.0361	measured
16	1890	30240	single-workgroup-tree	3	630	-	3	16	2	30	64	120.792	133.792	173.417	19.915	860.750	938.417	1007.333	46.966	11.7454	12.7718	1.0616	measured
16	1890	30240	single-workgroup-tree	5	378	-	5	32	2	30	64	117.375	128.625	170.333	19.467	735.375	834.541	901.916	61.917	9.8095	11.2050	1.2918	measured
16	1890	30240	single-workgroup-tree	6	315	-	6	32	2	30	64	135.791	145.375	173.792	19.383	1399.542	1612.166	1665.959	85.055	20.0595	23.2824	1.6578	measured
16	1890	30240	single-workgroup-tree	7	270	-	7	32	2	30	64	144.167	154.625	195.583	32.257	2018.708	2188.959	2267.250	76.837	29.7546	32.2910	1.7316	measured
16	1890	30240	single-workgroup-tree	9	210	-	9	48	2	30	64	120.166	127.167	163.083	18.693	531.375	593.583	712.167	75.031	6.5271	7.4034	1.4877	measured
16	1890	30240	single-workgroup-tree	10	189	-	10	48	2	30	64	116.709	125.083	162.625	21.960	804.208	905.750	965.750	61.726	10.9127	12.3915	1.3283	measured
16	1890	30240	single-workgroup-tree	14	135	-	14	64	2	30	64	126.667	136.542	174.375	45.390	944.125	1109.833	1185.458	73.874	12.9755	15.4491	1.8931	measured
16	1890	30240	single-workgroup-tree	15	126	-	15	64	2	30	64	120.583	131.875	167.833	22.114	612.834	729.875	771.042	56.334	7.8135	9.4921	1.2452	measured
16	1890	30240	single-workgroup-tree	18	105	-	18	80	2	30	64	115.917	126.791	175.333	35.267	468.791	525.250	574.000	34.721	5.6012	6.3247	1.1109	measured
16	1890	30240	single-workgroup-tree	21	90	-	21	96	2	30	64	127.583	136.292	176.416	21.853	934.917	1051.917	1113.375	68.929	12.8148	14.5337	1.4410	measured
16	1890	30240	single-workgroup-tree	27	70	-	27	112	2	30	64	118.209	125.250	172.291	22.786	420.750	495.917	541.084	54.245	4.8022	5.8836	1.2227	measured
16	1890	30240	single-workgroup-tree	30	63	-	30	128	2	30	64	108.959	125.500	167.250	32.292	712.458	783.167	857.209	50.549	9.5793	10.4392	1.3149	measured
16	1890	30240	single-workgroup-tree	35	54	-	35	144	2	30	64	116.583	123.750	160.833	18.192	702.166	779.084	848.792	50.899	9.2950	10.4021	1.0967	measured
16	1890	30240	single-workgroup-tree	42	45	-	42	176	2	30	64	113.250	125.792	163.334	18.213	521.459	599.167	705.917	61.552	6.4795	7.5139	1.2661	measured
