sample_index	series_key	observation_index	duration_ns
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	8	63470209
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	9	63466458
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	10	63474542
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	11	63504291
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	12	63465250
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	13	63461542
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	14	63520500
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	15	63478167
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	16	63508208
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	17	63508167
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	18	63481000
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	19	63473334
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	20	63448333
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	21	63452667
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	22	63517042
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	23	63459542
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	24	63532709
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	25	63475375
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	26	63464958
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	27	63494167
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	28	63469792
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	29	63482875
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	30	63491291
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	31	63519084
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	32	63448042
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	33	63472791
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	34	63451291
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	35	63511584
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	36	63483792
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	37	63438250
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	38	63441417
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	39	63433584
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	40	63414834
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	41	63538125
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	42	63502167
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	43	63483667
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	44	63494459
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	45	63510375
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	46	63495542
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	47	63557042
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	48	63480750
11	11:request-five-governed:targets=16:providers=0:kind=empty:program=five-op	49	63490458
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	0	110925916
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	1	109152583
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	2	108960708
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	3	108945375
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	4	108880875
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	5	109015833
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	6	108951500
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	7	109006041
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	8	108913208
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	9	109012584
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	10	109061709
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	11	109034041
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	12	109138625
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	13	108984250
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	14	109025292
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	15	109082125
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	16	109001375
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	17	108982708
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	18	108951750
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	19	108960791
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	20	109048375
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	21	109066084
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	22	109012917
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	23	108969000
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	24	109019958
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	25	109037417
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	26	109043917
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	27	109018250
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	28	108963500
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	29	109083917
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	30	109239583
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	31	109118916
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	32	109007459
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	33	109137375
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	34	108966791
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	35	108996083
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	36	109072834
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	37	108982000
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	38	108908375
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	39	108959125
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	40	108987792
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	41	108992667
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	42	109157334
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	43	109041625
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	44	109014833
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	45	109054291
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	46	109073667
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	47	108971334
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	48	108975125
12	12:request-five-specialist:targets=16:providers=1:kind=propose:program=five-op	49	109147250
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	0	177396584
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	1	177378500
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	2	177279667
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	3	177262791
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	4	177293375
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	5	177233375
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	6	177282500
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	7	177474167
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	8	177247208
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	9	177360500
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	10	177330750
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	11	177302375
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	12	177404917
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	13	177304375
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	14	177355291
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	15	177194542
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	16	177279583
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	17	177136000
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	18	177340750
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	19	177232250
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	20	177333625
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	21	177311583
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	22	177428542
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	23	177545625
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	24	177422750
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	25	177373875
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	26	177254166
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	27	177238958
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	28	177321042
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	29	177278583
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	30	177249834
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	31	177232334
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	32	177277750
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	33	177326917
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	34	177284959
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	35	177312708
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	36	177303917
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	37	177183875
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	38	177210833
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	39	177123667
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	40	177261917
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	41	177381000
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	42	177369750
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	43	177309167
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	44	177298917
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	45	177292750
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	46	177205167
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	47	177388042
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	48	177347625
13	13:request-five-two-specialists:targets=16:providers=2:kind=propose:program=five-op	49	177304209
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	0	49581042
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	1	49671958
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	2	49681875
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	3	49633459
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	4	49568209
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	5	49642625
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	6	49600708
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	7	49671500
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	8	49622541
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	9	49548042
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	10	49575083
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	11	49592333
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	12	49520166
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	13	49610542
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	14	49607625
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	15	49614042
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	16	49508291
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	17	49565834
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	18	49634250
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	19	49589250
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	20	49594375
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	21	49544917
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	22	49740333
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	23	49595750
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	24	49598709
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	25	49522250
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	26	49768666
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	27	49730500
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	28	49645000
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	29	49621125
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	30	49556084
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	31	49570792
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	32	49609208
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	33	49647834
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	34	49647542
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	35	49632250
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	36	49665500
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	37	49527042
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	38	49651042
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	39	49560292
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	40	49568833
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	41	49565083
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	42	49728625
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	43	49803667
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	44	49739541
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	45	49613125
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	46	49643958
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	47	49667667
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	48	49570416
14	14:request-five-full-32-provider-population:targets=16:providers=31:kind=propose:program=five-op	49	49586500
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	0	70710417
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	1	70645250
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	2	70628583
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	3	70606958
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	4	70630833
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	5	70593916
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	6	70667209
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	7	71035416
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	8	71045250
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	9	70680500
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	10	70607125
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	11	70598208
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	12	70732458
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	13	71025834
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	14	70666875
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	15	70648208
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	16	70616250
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	17	70623792
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	18	70610334
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	19	70594084
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	20	70570334
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	21	70608167
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	22	70563375
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	23	70589125
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	24	70582875
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	25	70540083
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	26	70600875
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	27	70565958
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	28	70592834
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	29	70636542
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	30	70606250
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	31	70567458
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	32	70571709
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	33	70598625
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	34	70558333
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	35	70561500
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	36	70622333
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	37	70621875
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	38	70579625
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	39	70599625
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	40	70614208
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	41	70625125
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	42	70782917
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	43	70716333
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	44	70615125
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	45	70671750
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	46	70681042
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	47	70643458
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	48	70601667
15	15:request-add-four-groups:targets=16:providers=1:kind=propose:program=add-chain	49	70600916
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	0	4614625
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	1	4607250
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	2	4606458
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	3	4603250
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	4	4605000
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	5	4604917
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	6	4607250
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	7	4619334
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	8	4614917
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	9	4595583
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	10	4605291
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	11	4598625
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	12	4598792
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	13	4600167
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	14	4602584
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	15	4598791
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	16	4600917
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	17	4595708
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	18	4598083
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	19	4598500
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	20	4594792
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	21	4592541
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	22	4597042
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	23	4590833
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	24	4601833
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	25	4593167
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	26	4604917
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	27	4594416
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	28	4597375
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	29	4595291
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	30	4599000
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	31	4581458
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	32	4610625
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	33	4583666
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	34	4617584
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	35	4598000
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	36	4602542
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	37	4619000
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	38	4605792
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	39	4595208
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	40	4596166
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	41	4598042
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	42	4600083
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	43	4593333
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	44	4598541
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	45	4599792
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	46	4593958
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	47	4624083
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	48	4600125
16	16:two-additive:targets=1:providers=2:kind=propose:program=five-op	49	4605500
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	0	3215833
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	1	3201042
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	2	3199292
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	3	3209000
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	4	3222500
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	5	3210208
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	6	3213833
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	7	3209584
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	8	3203667
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	9	3224125
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	10	3212417
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	11	3222125
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	12	3203167
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	13	3199916
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	14	3196542
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	15	3202375
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	16	3198625
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	17	3196167
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	18	3202166
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	19	3198708
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	20	3197167
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	21	3200958
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	22	3205667
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	23	3196375
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	24	3199417
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	25	3202875
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	26	3192750
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	27	3195209
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	28	3208416
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	29	3192292
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	30	3198917
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	31	3217000
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	32	3197042
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	33	3195916
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	34	3204000
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	35	3197708
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	36	3199625
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	37	3205042
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	38	3202792
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	39	3192792
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	40	3206917
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	41	3196666
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	42	3194292
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	43	3198125
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	44	3196250
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	45	3195167
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	46	3206625
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	47	3210375
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	48	3195458
17	17:sweep-empty:targets=1:providers=1:kind=empty:program=five-op	49	3196667
18	18:sweep-empty:targets=1:providers=2:kind=empty:program=five-op	0	3212208
18	18:sweep-empty:targets=1:providers=2:kind=empty:program=five-op	1	3210708
