# spike	reduction-dispatch-crossover
# metric	wall-clock microseconds, commit to completed
# warmup	8
# repetitions	30
# batch	16
# contract	FLUSH_AND_REASSOCIATE_F32
# declaration	BoundMetalCompileDeclaration::first_macos_apple9
# device	Apple M4 Max
# device_max_threads_per_threadgroup	1024
# device_max_threadgroup_memory	32768
# load_before	2.93 3.09 4.46
rows	contributors	elements	partitions	per_partition	strategy	encoders	widest_workgroup	threadgroup_bytes	stages	reps	batch	submit_min_us	submit_p50_us	submit_p90_us	submit_stddev_us	batch_min_us	batch_p50_us	batch_p90_us	batch_stddev_us	amortized_min_us	amortized_p50_us	amortized_stddev_us	oracle
256	4	1024	2	2	serial-fold	2	1	0	1024:1024:1|256:1024:4	30	16	143.500	162.167	183.208	15.137	166.333	208.250	223.625	60.659	1.5222	3.0722	5.0531	reference-checked
256	4	1024	2	2	single-workgroup-tree	2	2	16	1024:1024:1|512:1536:4	30	16	147.833	176.500	189.625	22.721	178.875	222.125	237.250	36.666	2.0695	3.0417	3.9591	reference-checked
256	4	1024	2	2	multi-pass-split	3	1	0	1024:1024:1|512:1024:2|256:512:2	30	16	133.209	160.833	186.875	121.606	204.250	245.792	249.167	22.148	4.7361	5.6639	9.5836	reference-checked
256	16	4096	4	4	serial-fold	2	1	0	4096:4096:1|256:4096:16	30	16	134.542	156.750	188.125	48.015	182.917	205.916	225.500	33.646	3.2250	3.2777	5.4441	reference-checked
256	16	4096	4	4	single-workgroup-tree	2	4	16	4096:4096:1|1024:5120:8	30	16	138.084	154.708	182.625	30.967	170.125	223.916	235.834	49.984	2.1361	4.6139	5.3967	reference-checked
256	16	4096	4	4	multi-pass-split	3	1	0	4096:4096:1|1024:4096:4|256:1024:4	30	16	139.416	156.625	182.333	48.447	184.791	241.917	255.042	39.939	3.0250	5.6861	5.8925	reference-checked
256	32	8192	8	4	serial-fold	2	1	0	8192:8192:1|256:8192:32	30	16	143.250	166.667	191.291	29.291	231.792	257.791	263.583	19.794	5.9028	6.0749	3.2724	closed-form
256	32	8192	8	4	single-workgroup-tree	2	8	32	8192:8192:1|2048:10240:12	30	16	143.375	172.042	188.583	15.454	192.334	224.833	233.459	11.966	3.2639	3.5194	1.8280	closed-form
256	32	8192	8	4	multi-pass-split	3	1	0	8192:8192:1|2048:8192:4|256:2048:8	30	16	146.125	177.167	188.125	19.742	205.416	242.291	254.959	25.652	3.9527	4.3416	3.0262	closed-form
256	64	16384	8	8	serial-fold	2	1	0	16384:16384:1|256:16384:64	30	16	148.042	174.167	205.750	19.637	199.333	222.375	239.458	14.610	3.4194	3.2139	2.2832	closed-form
256	64	16384	8	8	single-workgroup-tree	2	8	32	16384:16384:1|2048:18432:16	30	16	148.333	182.417	197.959	18.058	192.166	225.791	237.667	16.030	2.9222	2.8916	2.2726	closed-form
256	64	16384	8	8	multi-pass-split	3	1	0	16384:16384:1|2048:16384:8|256:2048:8	30	16	152.709	183.834	210.875	54.816	207.250	234.958	252.125	45.431	3.6361	3.4083	6.6832	closed-form
256	128	32768	16	8	serial-fold	2	1	0	32768:32768:1|256:32768:128	30	16	153.792	172.250	229.292	28.650	348.459	361.417	373.417	17.154	12.9778	12.6111	3.0536	closed-form
256	128	32768	16	8	single-workgroup-tree	2	16	64	32768:32768:1|4096:36864:24	30	16	138.458	154.500	184.709	17.778	201.417	216.750	244.500	31.278	4.1973	4.1500	3.2704	closed-form
256	128	32768	16	8	multi-pass-split	3	1	0	32768:32768:1|4096:32768:8|256:4096:16	30	16	142.916	159.625	192.958	32.448	217.375	231.291	246.500	10.055	4.9639	4.7777	2.8335	closed-form
256	256	65536	16	16	serial-fold	2	1	0	65536:65536:1|256:65536:256	30	16	148.375	179.709	193.417	15.503	277.916	308.167	322.541	30.484	8.6361	8.5639	3.0658	closed-form
256	256	65536	16	16	single-workgroup-tree	2	16	64	65536:65536:1|4096:69632:32	30	16	147.125	173.916	189.209	57.901	232.625	258.125	277.125	17.809	5.7000	5.6139	5.0473	closed-form
256	256	65536	16	16	multi-pass-split	3	1	0	65536:65536:1|4096:65536:16|256:4096:16	30	16	149.708	173.750	182.792	9.356	252.458	285.833	306.084	35.384	6.8500	7.4722	2.9827	closed-form
256	1024	262144	32	32	serial-fold	2	1	0	262144:262144:1|256:262144:1024	30	16	173.417	185.917	211.208	15.119	662.667	726.666	753.500	35.488	32.6167	36.0499	3.3738	closed-form
256	1024	262144	32	32	single-workgroup-tree	2	32	128	262144:262144:1|8192:270336:64	30	16	160.458	174.083	204.042	30.493	465.959	509.417	547.084	27.642	20.3667	22.3556	3.8757	closed-form
256	1024	262144	32	32	multi-pass-split	3	1	0	262144:262144:1|8192:262144:32|256:8192:32	30	16	157.042	184.042	208.375	19.310	489.959	551.042	591.917	49.537	22.1945	24.4667	4.5898	closed-form
256	2048	524288	64	32	serial-fold	2	1	0	524288:524288:1|256:524288:2048	30	16	200.958	212.959	219.792	5.942	914.250	968.250	1057.250	53.543	47.5528	50.3527	3.9656	closed-form
256	2048	524288	64	32	single-workgroup-tree	2	64	256	524288:524288:1|16384:540672:96	30	16	178.167	191.125	198.292	5.970	588.208	690.750	744.708	58.442	27.3361	33.3083	4.2941	closed-form
256	2048	524288	64	32	multi-pass-split	3	1	0	524288:524288:1|16384:524288:32|256:16384:64	30	16	179.709	195.791	209.000	31.192	608.125	695.041	795.542	63.954	28.5611	33.2833	6.3430	closed-form
256	4096	1048576	64	64	serial-fold	2	1	0	1048576:1048576:1|256:1048576:4096	30	16	262.209	284.333	293.792	30.524	1712.375	1771.042	1812.500	60.774	96.6777	99.1139	6.0865	closed-form
256	4096	1048576	64	64	single-workgroup-tree	2	64	256	1048576:1048576:1|16384:1064960:128	30	16	217.709	242.083	247.167	8.557	927.750	1030.666	1097.458	52.644	47.3361	52.5722	4.0801	closed-form
256	4096	1048576	64	64	multi-pass-split	3	1	0	1048576:1048576:1|16384:1048576:64|256:16384:64	30	16	217.625	244.042	255.542	11.204	948.166	1045.209	1117.000	48.261	48.7027	53.4111	3.9643	closed-form
256	8192	2097152	128	64	serial-fold	2	1	0	2097152:2097152:1|256:2097152:8192	30	16	919.583	991.167	999.292	51.700	12455.791	12516.750	12534.500	25.873	769.0805	768.3722	5.1715	closed-form
256	8192	2097152	128	64	single-workgroup-tree	2	128	512	2097152:2097152:1|32768:2129920:192	30	16	251.250	280.583	287.542	14.820	1747.791	1826.959	1846.125	27.910	99.7694	103.0917	2.8487	closed-form
256	8192	2097152	128	64	multi-pass-split	3	1	0	2097152:2097152:1|32768:2097152:64|256:32768:128	30	16	254.083	263.042	293.416	26.573	1861.417	1905.334	1953.167	38.195	107.1556	109.4861	4.3179	closed-form
256	16384	4194304	128	128	serial-fold	2	1	0	4194304:4194304:1|256:4194304:16384	30	16	990.125	1013.708	1052.666	33.227	13557.917	13772.209	13909.292	132.927	837.8528	850.5667	11.0770	closed-form
256	16384	4194304	128	128	single-workgroup-tree	2	128	512	4194304:4194304:1|32768:4227072:256	30	16	359.708	376.292	388.917	17.954	3511.084	3579.417	3637.250	40.273	210.0917	213.5417	3.8818	closed-form
256	16384	4194304	128	128	multi-pass-split	3	1	0	4194304:4194304:1|32768:4194304:128|256:32768:128	30	16	367.084	378.375	395.958	18.834	3599.458	3676.209	3718.208	41.913	215.4916	219.8556	4.0498	closed-form
1024	4	4096	2	2	serial-fold	2	1	0	4096:4096:1|1024:4096:4	30	16	161.208	188.542	202.125	14.196	192.416	225.167	232.792	27.274	2.0805	2.4417	2.7647	reference-checked
1024	4	4096	2	2	single-workgroup-tree	2	2	16	4096:4096:1|2048:6144:4	30	16	166.250	188.000	201.708	38.352	218.167	246.416	252.833	22.162	3.4611	3.8944	4.0342	reference-checked
1024	4	4096	2	2	multi-pass-split	3	1	0	4096:4096:1|2048:4096:2|1024:2048:2	30	16	167.542	191.042	199.625	11.485	209.500	251.666	257.542	16.452	2.7972	4.0416	1.8624	reference-checked
1024	16	16384	4	4	serial-fold	2	1	0	16384:16384:1|1024:16384:16	30	16	157.542	185.958	195.750	28.105	203.375	231.750	236.083	8.369	3.0555	3.0528	2.4316	closed-form
1024	16	16384	4	4	single-workgroup-tree	2	4	16	16384:16384:1|4096:20480:8	30	16	160.333	184.833	194.500	8.784	230.625	251.500	257.875	28.565	4.6861	4.4445	2.4899	closed-form
1024	16	16384	4	4	multi-pass-split	3	1	0	16384:16384:1|4096:16384:4|1024:4096:4	30	16	164.333	183.500	192.041	9.327	222.917	259.584	265.125	16.210	3.9056	5.0723	1.7025	closed-form
1024	32	32768	8	4	serial-fold	2	1	0	32768:32768:1|1024:32768:32	30	16	145.250	194.291	223.792	78.764	238.041	249.375	279.334	20.150	6.1861	3.6723	6.5943	closed-form
1024	32	32768	8	4	single-workgroup-tree	2	8	32	32768:32768:1|8192:40960:12	30	16	143.875	176.917	216.708	32.680	224.667	235.708	273.334	34.568	5.3861	3.9194	4.4832	closed-form
1024	32	32768	8	4	multi-pass-split	3	1	0	32768:32768:1|8192:32768:4|1024:8192:8	30	16	145.917	175.209	210.541	24.790	222.833	235.166	272.875	18.060	5.1277	3.9971	2.8567	closed-form
1024	64	65536	8	8	serial-fold	2	1	0	65536:65536:1|1024:65536:64	30	16	155.459	164.666	221.708	24.236	241.167	273.208	286.833	17.891	5.7139	7.2361	2.8084	closed-form
1024	64	65536	8	8	single-workgroup-tree	2	8	32	65536:65536:1|8192:73728:16	30	16	154.584	166.375	216.708	22.689	253.834	285.250	302.000	24.378	6.6167	7.9250	3.1378	closed-form
1024	64	65536	8	8	multi-pass-split	3	1	0	65536:65536:1|8192:65536:8|1024:8192:8	30	16	153.083	168.417	228.250	42.944	254.958	282.542	306.209	22.913	6.7917	7.6083	4.3904	closed-form
1024	128	131072	16	8	serial-fold	2	1	0	131072:131072:1|1024:131072:128	30	16	157.208	167.000	207.458	26.128	439.709	502.666	565.417	35.835	18.8334	22.3777	4.1309	closed-form
1024	128	131072	16	8	single-workgroup-tree	2	16	64	131072:131072:1|16384:147456:24	30	16	143.167	150.333	186.291	18.444	299.167	335.333	377.125	26.799	10.4000	12.3333	3.0162	closed-form
1024	128	131072	16	8	multi-pass-split	3	1	0	131072:131072:1|16384:131072:8|1024:16384:16	30	16	146.125	152.833	193.917	26.705	307.416	346.625	362.292	19.744	10.7527	12.9195	3.0966	closed-form
1024	256	262144	16	16	serial-fold	2	1	0	262144:262144:1|1024:262144:256	30	16	176.792	192.667	210.041	33.752	427.500	495.292	503.750	22.602	16.7139	20.1750	3.7569	closed-form
1024	256	262144	16	16	single-workgroup-tree	2	16	64	262144:262144:1|16384:278528:32	30	16	165.209	186.292	200.917	9.634	401.709	463.959	495.625	39.240	15.7667	18.5111	3.2583	closed-form
1024	256	262144	16	16	multi-pass-split	3	1	0	262144:262144:1|16384:262144:16|1024:16384:16	30	16	177.292	188.084	208.083	10.264	429.375	480.417	500.166	59.952	16.8055	19.4889	4.6810	closed-form
1024	1024	1048576	32	32	serial-fold	2	1	0	1048576:1048576:1|1024:1048576:1024	30	16	216.375	251.125	266.334	24.435	1159.292	1275.333	1322.167	56.810	62.8611	68.2805	5.4163	closed-form
1024	1024	1048576	32	32	single-workgroup-tree	2	32	128	1048576:1048576:1|32768:1081344:64	30	16	204.167	238.000	250.291	17.233	1039.334	1112.500	1172.916	41.063	55.6778	58.3000	3.8864	closed-form
1024	1024	1048576	32	32	multi-pass-split	3	1	0	1048576:1048576:1|32768:1048576:32|1024:32768:32	30	16	203.209	237.292	254.959	29.404	1017.458	1139.958	1206.375	58.686	54.2833	60.1777	5.8727	closed-form
1024	2048	2097152	64	32	serial-fold	2	1	0	2097152:2097152:1|1024:2097152:2048	30	16	288.667	313.000	323.375	12.087	2092.208	2142.667	2188.167	39.346	120.2361	121.9778	3.4289	closed-form
1024	2048	2097152	64	32	single-workgroup-tree	2	64	256	2097152:2097152:1|65536:2162688:96	30	16	267.416	295.875	306.125	11.953	1797.208	1839.125	1884.542	30.667	101.9861	102.8833	2.8413	closed-form
1024	2048	2097152	64	32	multi-pass-split	3	1	0	2097152:2097152:1|65536:2097152:32|1024:65536:64	30	16	248.000	301.375	310.833	36.802	1766.083	1851.791	1897.041	53.735	101.2055	103.3611	6.0358	closed-form
1024	4096	4194304	64	64	serial-fold	2	1	0	4194304:4194304:1|1024:4194304:4096	30	16	406.792	414.666	426.250	62.917	4019.167	4169.250	4258.292	91.465	240.8250	250.3056	10.2921	closed-form
1024	4096	4194304	64	64	single-workgroup-tree	2	64	256	4194304:4194304:1|65536:4259840:128	30	16	348.959	369.042	390.750	40.752	3351.750	3417.458	3487.042	53.042	200.1861	203.2277	6.2530	closed-form
1024	4096	4194304	64	64	multi-pass-split	3	1	0	4194304:4194304:1|65536:4194304:64|1024:65536:64	30	16	351.958	372.792	387.917	27.480	3371.875	3487.667	3527.458	60.287	201.3278	207.6583	5.8512	closed-form
1024	8192	8388608	128	64	serial-fold	2	1	0	8388608:8388608:1|1024:8388608:8192	30	16	1260.959	1325.750	1357.334	32.642	17878.917	18026.292	18063.458	70.709	1107.8639	1113.3695	6.8900	closed-form
1024	8192	8388608	128	64	single-workgroup-tree	2	128	512	8388608:8388608:1|131072:8519680:192	30	16	590.750	662.917	723.583	44.381	7100.583	7323.541	7358.167	97.244	433.9889	444.0416	9.4417	closed-form
1024	8192	8388608	128	64	multi-pass-split	3	1	0	8388608:8388608:1|131072:8388608:64|1024:131072:128	30	16	582.708	659.375	714.917	41.616	7133.708	7350.916	7402.375	108.147	436.7333	446.1027	9.9842	closed-form
1024	16384	16777216	128	128	serial-fold	2	1	0	16777216:16777216:1|1024:16777216:16384	30	16	1670.166	1693.125	1767.292	34.987	23899.625	24090.291	24318.000	191.862	1481.9639	1493.1444	15.1233	closed-form
1024	16384	16777216	128	128	single-workgroup-tree	2	128	512	16777216:16777216:1|131072:16908288:256	30	16	1045.250	1093.750	1176.666	45.241	14356.625	14466.375	14564.042	69.440	887.4250	891.5083	7.6454	closed-form
1024	16384	16777216	128	128	multi-pass-split	3	1	0	16777216:16777216:1|131072:16777216:128|1024:131072:128	30	16	1049.500	1099.917	1185.792	43.392	14400.000	14465.125	14508.833	40.971	890.0333	891.0139	5.6242	closed-form
4096	4	16384	2	2	serial-fold	2	1	0	16384:16384:1|4096:16384:4	30	16	162.041	185.459	200.500	56.673	193.541	208.292	229.167	12.557	2.1000	1.5222	4.6153	closed-form
4096	4	16384	2	2	single-workgroup-tree	2	2	16	16384:16384:1|8192:24576:4	30	16	164.125	192.708	206.500	21.841	293.375	306.875	334.625	19.589	8.6167	7.6111	2.7620	closed-form
4096	4	16384	2	2	multi-pass-split	3	1	0	16384:16384:1|8192:16384:2|4096:8192:2	30	16	161.792	190.959	197.500	10.253	213.541	227.250	269.125	36.996	3.4499	2.4194	3.1500	closed-form
4096	16	65536	4	4	serial-fold	2	1	0	65536:65536:1|4096:65536:16	30	16	153.000	192.042	197.250	34.141	232.167	268.250	280.875	49.207	5.2778	5.0805	5.5566	closed-form
4096	16	65536	4	4	single-workgroup-tree	2	4	16	65536:65536:1|16384:81920:8	30	16	159.166	195.458	205.209	12.745	329.542	375.958	388.334	26.063	11.3584	12.0333	2.5872	closed-form
4096	16	65536	4	4	multi-pass-split	3	1	0	65536:65536:1|16384:65536:4|4096:16384:4	30	16	161.750	186.417	199.666	46.139	255.542	294.917	307.417	21.873	6.2528	7.2333	4.5342	closed-form
4096	32	131072	8	4	serial-fold	2	1	0	131072:131072:1|4096:131072:32	30	16	149.750	183.125	203.417	33.347	307.708	345.708	352.709	35.990	10.5305	10.8389	4.6225	closed-form
4096	32	131072	8	4	single-workgroup-tree	2	8	32	131072:131072:1|32768:163840:12	30	16	157.625	195.209	200.583	11.343	377.375	425.584	436.791	24.155	14.6500	15.3583	2.3665	closed-form
4096	32	131072	8	4	multi-pass-split	3	1	0	131072:131072:1|32768:131072:4|4096:32768:8	30	16	144.959	182.875	193.792	32.685	324.000	348.667	363.667	12.838	11.9361	11.0528	3.0349	closed-form
4096	64	262144	8	8	serial-fold	2	1	0	262144:262144:1|4096:262144:64	30	16	154.416	170.083	192.375	15.011	373.042	450.292	463.209	31.914	14.5751	18.6806	3.1283	closed-form
4096	64	262144	8	8	single-workgroup-tree	2	8	32	262144:262144:1|32768:294912:16	30	16	162.458	175.875	194.959	30.068	458.750	527.875	540.666	47.190	19.7528	23.4667	5.1505	closed-form
4096	64	262144	8	8	multi-pass-split	3	1	0	262144:262144:1|32768:262144:8|4096:32768:8	30	16	143.584	173.125	208.041	45.497	400.250	486.458	528.625	49.039	17.1111	20.8889	6.3024	closed-form
4096	128	524288	16	8	serial-fold	2	1	0	524288:524288:1|4096:524288:128	30	16	196.875	219.208	229.583	14.123	691.500	834.291	912.542	67.225	32.9750	41.0055	5.4232	closed-form
4096	128	524288	16	8	single-workgroup-tree	2	16	64	524288:524288:1|65536:589824:24	30	16	191.125	215.917	223.417	23.249	644.334	743.542	826.125	62.393	30.2139	35.1750	5.7095	closed-form
4096	128	524288	16	8	multi-pass-split	3	1	0	524288:524288:1|65536:524288:8|4096:65536:16	30	16	188.000	210.541	220.250	12.989	612.917	723.917	786.708	54.607	28.3278	34.2251	4.5064	closed-form
4096	256	1048576	16	16	serial-fold	2	1	0	1048576:1048576:1|4096:1048576:256	30	16	203.666	239.833	249.000	12.577	978.042	1042.875	1122.542	46.288	51.6251	53.5361	3.9244	closed-form
4096	256	1048576	16	16	single-workgroup-tree	2	16	64	1048576:1048576:1|65536:1114112:32	30	16	205.875	241.958	253.000	12.077	1000.834	1069.625	1133.625	47.681	52.9973	55.1778	3.9838	closed-form
4096	256	1048576	16	16	multi-pass-split	3	1	0	1048576:1048576:1|65536:1048576:16|4096:65536:16	30	16	219.291	243.125	263.500	27.461	984.209	1067.166	1149.042	57.331	50.9945	54.9361	5.6527	closed-form
4096	1024	4194304	32	32	serial-fold	2	1	0	4194304:4194304:1|4096:4194304:1024	30	16	353.708	382.250	403.000	33.095	3414.042	3492.750	3528.500	35.087	204.0223	207.3667	4.5455	closed-form
4096	1024	4194304	32	32	single-workgroup-tree	2	32	128	4194304:4194304:1|131072:4325376:64	30	16	356.875	382.958	436.500	53.532	3512.583	3598.625	3640.292	39.088	210.3805	214.3778	6.1746	closed-form
4096	1024	4194304	32	32	multi-pass-split	3	1	0	4194304:4194304:1|131072:4194304:32|4096:131072:32	30	16	351.125	388.167	402.292	31.862	3483.042	3580.958	3623.375	38.415	208.7945	212.8527	4.6851	closed-form
4096	2048	8388608	64	32	serial-fold	2	1	0	8388608:8388608:1|4096:8388608:2048	30	16	601.792	676.042	702.583	31.492	6869.208	7005.583	7056.209	68.252	417.8277	421.9694	6.6496	closed-form
4096	2048	8388608	64	32	single-workgroup-tree	2	64	256	8388608:8388608:1|262144:8650752:96	30	16	599.083	685.000	732.209	57.013	7135.000	7301.333	7358.417	93.988	435.7278	441.0889	10.0667	closed-form
4096	2048	8388608	64	32	multi-pass-split	3	1	0	8388608:8388608:1|262144:8388608:32|4096:262144:64	30	16	597.708	693.333	735.458	49.382	7128.583	7344.042	7403.083	90.837	435.3917	443.3806	9.3480	closed-form
4096	4096	16777216	64	64	serial-fold	2	1	0	16777216:16777216:1|4096:16777216:4096	30	16	1029.875	1090.708	1143.000	45.425	13953.708	14069.875	14098.042	37.809	861.5889	865.2778	5.5490	closed-form
4096	4096	16777216	64	64	single-workgroup-tree	2	64	256	16777216:16777216:1|262144:17039360:128	30	16	1014.750	1047.792	1124.583	43.627	13734.041	13823.125	13873.292	54.314	847.9527	851.6889	6.5294	closed-form
4096	4096	16777216	64	64	multi-pass-split	3	1	0	16777216:16777216:1|262144:16777216:64|4096:262144:64	30	16	1017.125	1048.833	1121.708	38.789	13750.291	13843.292	13914.541	68.191	848.8777	852.9639	7.1320	closed-form
16384	4	65536	2	2	serial-fold	2	1	0	65536:65536:1|16384:65536:4	30	16	158.042	185.042	197.083	23.942	243.000	255.167	282.083	21.974	5.6639	4.6750	3.0610	closed-form
16384	4	65536	2	2	single-workgroup-tree	2	2	16	65536:65536:1|32768:98304:4	30	16	185.416	212.583	220.209	22.817	667.958	730.291	779.125	41.803	32.1695	34.5139	4.3079	closed-form
16384	4	65536	2	2	multi-pass-split	3	1	0	65536:65536:1|32768:65536:2|16384:32768:2	30	16	159.416	187.292	196.625	11.100	278.084	312.375	346.291	31.690	7.9112	8.3389	2.8527	closed-form
16384	16	262144	4	4	serial-fold	2	1	0	262144:262144:1|16384:262144:16	30	16	173.541	206.833	214.958	33.997	372.792	449.417	496.250	38.580	13.2834	16.1723	4.8385	closed-form
16384	16	262144	4	4	single-workgroup-tree	2	4	16	262144:262144:1|65536:327680:8	30	16	209.375	230.417	234.916	8.284	763.917	850.125	922.083	53.669	36.9695	41.3139	4.1302	closed-form
16384	16	262144	4	4	multi-pass-split	3	1	0	262144:262144:1|65536:262144:4|16384:65536:4	30	16	183.416	206.791	218.125	25.305	428.000	506.916	544.584	31.038	16.3056	20.0083	3.7562	closed-form
16384	32	524288	8	4	serial-fold	2	1	0	524288:524288:1|16384:524288:32	30	16	182.791	197.083	199.667	23.095	586.958	610.625	773.042	73.051	26.9445	27.5695	6.4098	closed-form
16384	32	524288	8	4	single-workgroup-tree	2	8	32	524288:524288:1|131072:655360:12	30	16	201.792	217.625	223.500	5.887	940.834	970.000	1060.000	49.551	49.2695	50.1583	3.6958	closed-form
16384	32	524288	8	4	multi-pass-split	3	1	0	524288:524288:1|131072:524288:4|16384:131072:8	30	16	182.541	202.625	210.208	26.077	657.791	681.333	807.250	54.882	31.6833	31.9139	5.3973	closed-form
16384	64	1048576	8	8	serial-fold	2	1	0	1048576:1048576:1|16384:1048576:64	30	16	199.750	218.750	253.458	20.119	946.666	1024.209	1095.250	49.203	49.7944	53.6973	4.6215	closed-form
16384	64	1048576	8	8	single-workgroup-tree	2	8	32	1048576:1048576:1|131072:1179648:16	30	16	220.125	244.875	270.042	20.271	1306.667	1419.417	1458.208	42.005	72.4361	78.3028	4.1517	closed-form
16384	64	1048576	8	8	multi-pass-split	3	1	0	1048576:1048576:1|131072:1048576:8|16384:131072:8	30	16	202.625	227.125	270.375	42.236	1023.042	1119.333	1174.625	42.734	54.6945	59.4805	5.6647	closed-form
16384	128	2097152	16	8	serial-fold	2	1	0	2097152:2097152:1|16384:2097152:128	30	16	254.084	274.750	315.709	42.670	1773.625	1871.417	1905.209	54.440	101.3027	106.4445	6.4741	closed-form
16384	128	2097152	16	8	single-workgroup-tree	2	16	64	2097152:2097152:1|262144:2359296:24	30	16	268.333	285.916	318.833	18.559	1987.584	2074.875	2108.833	48.235	114.6167	119.2639	4.4530	closed-form
16384	128	2097152	16	8	multi-pass-split	3	1	0	2097152:2097152:1|262144:2097152:8|16384:262144:16	30	16	259.459	278.584	314.250	27.457	1815.375	1929.000	1962.166	47.691	103.7277	110.0277	5.0099	closed-form
16384	256	4194304	16	16	serial-fold	2	1	0	4194304:4194304:1|16384:4194304:256	30	16	373.625	390.792	404.334	29.962	3414.709	3472.417	3486.667	27.225	202.7389	205.4417	3.8125	closed-form
16384	256	4194304	16	16	single-workgroup-tree	2	16	64	4194304:4194304:1|262144:4456448:32	30	16	371.292	392.334	466.416	40.465	3408.125	3486.209	3518.542	37.384	202.4555	206.2583	5.1899	closed-form
16384	256	4194304	16	16	multi-pass-split	3	1	0	4194304:4194304:1|262144:4194304:16|16384:262144:16	30	16	370.041	391.167	404.333	27.036	3398.917	3492.292	3513.083	42.021	201.9251	206.7417	4.6038	closed-form
16384	1024	16777216	32	32	serial-fold	2	1	0	16777216:16777216:1|16384:16777216:1024	30	16	1021.042	1066.666	1102.292	25.287	13766.500	13891.708	13940.167	52.394	849.6972	855.0028	5.1788	closed-form
16384	1024	16777216	32	32	single-workgroup-tree	2	32	128	16777216:16777216:1|524288:17301504:64	30	16	1031.750	1079.625	1133.875	33.900	13945.417	14074.333	14163.000	65.999	860.9111	866.3139	6.6599	closed-form
16384	1024	16777216	32	32	multi-pass-split	3	1	0	16777216:16777216:1|524288:16777216:32|16384:524288:32	30	16	1043.250	1089.208	1136.792	34.231	14124.208	14264.208	14365.875	67.670	872.0639	878.3333	6.7934	closed-form
65536	4	262144	2	2	serial-fold	2	1	0	262144:262144:1|65536:262144:4	30	16	183.625	211.583	218.375	25.970	429.375	481.750	533.125	35.803	16.3833	18.0111	4.1182	closed-form
65536	4	262144	2	2	single-workgroup-tree	2	2	16	262144:262144:1|131072:393216:4	30	16	302.833	314.959	322.000	29.341	2072.500	2116.959	2152.416	23.966	117.9778	120.1333	3.5538	closed-form
65536	4	262144	2	2	multi-pass-split	3	1	0	262144:262144:1|131072:262144:2|65536:131072:2	30	16	193.250	215.750	222.291	10.167	540.416	584.500	626.917	30.629	23.1444	24.5833	2.7197	closed-form
65536	16	1048576	4	4	serial-fold	2	1	0	1048576:1048576:1|65536:1048576:16	30	16	221.167	240.500	255.167	13.338	928.833	1028.375	1092.375	48.716	47.1777	52.5250	4.1370	closed-form
65536	16	1048576	4	4	single-workgroup-tree	2	4	16	1048576:1048576:1|262144:1310720:8	30	16	298.250	342.542	357.416	51.105	2488.584	2591.042	2628.417	47.530	146.0223	149.9000	6.5757	closed-form
65536	16	1048576	4	4	multi-pass-split	3	1	0	1048576:1048576:1|262144:1048576:4|65536:262144:4	30	16	233.750	260.542	276.458	14.819	1154.166	1258.875	1287.584	37.996	61.3611	66.5555	3.5210	closed-form
65536	32	2097152	8	4	serial-fold	2	1	0	2097152:2097152:1|65536:2097152:32	30	16	249.875	290.000	310.458	30.408	1710.084	1808.875	1833.250	49.561	97.3473	101.2583	5.3313	closed-form
65536	32	2097152	8	4	single-workgroup-tree	2	8	32	2097152:2097152:1|524288:2621440:12	30	16	328.834	391.833	411.958	33.911	3255.333	3326.500	3351.500	29.867	195.0999	195.6445	4.2519	closed-form
65536	32	2097152	8	4	multi-pass-split	3	1	0	2097152:2097152:1|524288:2097152:4|65536:524288:8	30	16	270.709	299.792	323.916	42.233	1984.417	2098.084	2160.042	53.974	114.2472	119.8861	6.4137	closed-form
65536	64	4194304	8	8	serial-fold	2	1	0	4194304:4194304:1|65536:4194304:64	30	16	348.375	384.000	402.208	21.521	3359.375	3453.458	3481.917	35.963	200.7333	204.6305	3.8323	closed-form
65536	64	4194304	8	8	single-workgroup-tree	2	8	32	4194304:4194304:1|524288:4718592:16	30	16	427.791	469.833	520.459	37.788	4599.625	4668.875	4706.583	27.130	278.1223	279.9361	4.3279	closed-form
65536	64	4194304	8	8	multi-pass-split	3	1	0	4194304:4194304:1|524288:4194304:8|65536:524288:8	30	16	348.834	391.333	415.875	32.234	3478.458	3576.833	3607.042	32.140	208.6416	212.3667	4.2916	closed-form
65536	128	8388608	16	8	serial-fold	2	1	0	8388608:8388608:1|65536:8388608:128	30	16	569.709	599.000	711.208	56.377	6807.750	6995.292	7044.584	76.562	415.8694	426.4195	8.8626	closed-form
65536	128	8388608	16	8	single-workgroup-tree	2	16	64	8388608:8388608:1|1048576:9437184:24	30	16	593.917	649.334	734.833	52.994	7280.166	7324.583	7378.375	125.086	445.7499	445.0166	11.8720	closed-form
65536	128	8388608	16	8	multi-pass-split	3	1	0	8388608:8388608:1|1048576:8388608:8|65536:1048576:16	30	16	584.792	630.875	720.375	58.234	6951.167	7150.666	7209.666	96.242	424.4250	434.6527	10.2984	closed-form
65536	256	16777216	16	16	serial-fold	2	1	0	16777216:16777216:1|65536:16777216:256	30	16	1015.541	1051.041	1082.916	34.623	13899.167	13961.791	14043.417	54.553	858.9084	860.7167	5.9451	closed-form
65536	256	16777216	16	16	single-workgroup-tree	2	16	64	16777216:16777216:1|1048576:17825792:32	30	16	999.667	1028.291	1057.542	20.609	13418.208	13489.292	13563.166	65.118	827.9027	830.7334	5.7151	closed-form
